Ensembl Gene ID	Gene Symbol	Gene Synonyms	
ENSG00000180424	DEFB123	ESC42-RELD; DEFB23; DEFB-23	
ENSG00000180425	C11orf71	URLC7	
ENSG00000180432	CYP8B1	CP8B; CYP12	
ENSG00000180433	OR6K6	OR1-21	
ENSG00000180437	-	-	
ENSG00000180438	TPRXL	TPRX3P	
ENSG00000180440	SERTM1	C13orf36	
ENSG00000180447	GAS1	-	
ENSG00000180448	ARHGAP45	HA-1; HLA-HA1; HMHA1	
ENSG00000180458	-	-	
ENSG00000180475	OR10Q1	OR11-233	
ENSG00000180479	ZNF571	HSPC059	
ENSG00000180481	GLIPR1L2	-	
ENSG00000180483	DEFB119	DEFB-19; ESC42-RELB; DEFB120; ESC42-RELA; DEFB-20; DEFB20	
ENSG00000180488	MIGA1	FAM73A	
ENSG00000180509	KCNE1	JLNS; JLNS2; LQT2/5; LQT5; ISK; MinK	
ENSG00000180525	-	-	
ENSG00000180530	NRIP1	RIP140; CAKUT3	
ENSG00000180532	ZSCAN4	ZNF494	
ENSG00000180535	BHLHA15	MIST1; BHLHB8	
ENSG00000180537	RNF182	-	
ENSG00000180539	LINC02908	C9orf139	
ENSG00000180543	TSPYL5	-	
ENSG00000180549	FUT7	FucT-VII	
ENSG00000180573	H2AC6	dJ221C16.4; H2A/l; H2AFL; HIST1H2AC	
ENSG00000180574	EIF2S3B	eIF-2gA; eIF2gA; EIF2S3L	
ENSG00000180581	-	-	
ENSG00000180592	SKIDA1	C10orf140; DLN-1	
ENSG00000180596	H2BC4	H2B.1; H2BC10; H2BC6; H2BFL; HIST1H2BC; dJ221C16.3; H2BC8; H2B/l; H2BC7	
ENSG00000180610	-	-	
ENSG00000180611	MB21D2	C3orf59	
ENSG00000180613	GSX2	DMJDS2; GSH2	
ENSG00000180616	SSTR2	-	
ENSG00000180626	ZNF594	-	
ENSG00000180628	PCGF5	RNF159	
ENSG00000180636	-	-	
ENSG00000180638	SLC47A2	MATE2-K; MATE2K; MATE2-B; MATE2	
ENSG00000180644	PRF1	HPLH2; PFP; P1	
ENSG00000180658	OR2A4	OR2A10	
ENSG00000180660	MAB21L1	COFG; Nbla00126; CAGR1	
ENSG00000180662	-	-	
ENSG00000180663	VN1R3	FKSG46; V1RL3p; V1RL3	
ENSG00000180667	YOD1	OTUD2; DUBA8; PRO0907	
ENSG00000180672	-	-	
ENSG00000180673	-	-	
ENSG00000180694	TMEM64	-	
ENSG00000180697	C3orf22	-	
ENSG00000180708	OR10K2	OR1-4	
ENSG00000180712	-	-	
ENSG00000180714	-	-	
ENSG00000180720	CHRM4	HM4; M4R	
ENSG00000180723	-	-	
ENSG00000180725	-	-	
ENSG00000180730	SHISA2	PRO28631; WGAR9166; hShisa; C13orf13; bA398O19.2; TMEM46	
ENSG00000180739	S1PR5	EDG8; SPPR-2; Edg-8; S1P5; SPPR-1	
ENSG00000180745	CLRN3	USH3AL1; TMEM12	
ENSG00000180747	-	-	
ENSG00000180758	GPR157	-	
ENSG00000180764	-	-	
ENSG00000180767	CHST13	C4ST3	
ENSG00000180769	WDFY3-AS2	C4orf12; FBI4; NCRNA00247	
ENSG00000180770	-	-	
ENSG00000180771	-	-	
ENSG00000180772	AGTR2	ATGR2; MRX88; AT2	
ENSG00000180773	SLC36A4	PAT4	
ENSG00000180776	ZDHHC20	DHHC-20; DHHC20; 4933421L13Rik	
ENSG00000180777	ANKRD30B	NY-BR-1.1	
ENSG00000180785	OR51E1	OR51E1P; PSGR2; DGPCR; D-GPCR; GPR136; GPR164; OR52A3P; POGR	
ENSG00000180787	ZFP3	ZNF752	
ENSG00000180801	ARSJ	ASJ	
ENSG00000180803	-	-	
ENSG00000180806	HOXC9	HOX3B; HOX3	
ENSG00000180815	MAP3K15	ASK3; bA723P2.3	
ENSG00000180817	PPA1	IOPPP; HEL-S-66p; SID6-8061; PP; PP1	
ENSG00000180818	HOXC10	HOX3I	
ENSG00000180822	PSMG4	C6orf86; bA506K6.2; PAC4	
ENSG00000180828	BHLHE22	CAGL85; BHLHB5; Beta3a; Beta3; TNRC20	
ENSG00000180834	MAP6D1	SL21; MAPO6D1	
ENSG00000180846	CSNK1G2-AS1	C19orf34	
ENSG00000180855	ZNF443	ZK1	
ENSG00000180861	-	-	
ENSG00000180867	-	-	
ENSG00000180869	LINC01555	C1orf180	
ENSG00000180871	CXCR2	CD182; CMKAR2; IL8R2; CDw128b; IL8RB; IL8RA	
ENSG00000180872	DEFB112	DEFB-12	
ENSG00000180875	GREM2	DAND3; CKTSF1B2; PRDC; STHAG9	
ENSG00000180878	C11orf42	-	
ENSG00000180879	SSR4	CDG1Y; TRAPD	
ENSG00000180881	CAPS2	UG0636c06	
ENSG00000180884	ZNF792	-	
ENSG00000180891	CUEDC1	-	
ENSG00000180900	SCRIB	Vartul; SCRB1; CRIB1; SCRIB1	
ENSG00000180901	KCTD2	-	
ENSG00000180902	D2HGDH	D2HGD	
ENSG00000180909	-	-	
ENSG00000180910	TTTY11	NCRNA00134; TTY11	
ENSG00000180913	-	-	
ENSG00000180914	OXTR	OT-R	
ENSG00000180917	CMTR2	FTSJD1; MTr2; HMTr2; AFT	
ENSG00000180919	OR56B4	OR11-67	
ENSG00000180921	FAM83H	AI3; AI3A	
ENSG00000180926	-	-	
ENSG00000180929	GPR62	GPCR8; KPG_005	
ENSG00000180934	OR56A1	OR11-75	
ENSG00000180938	ZNF572	-	
ENSG00000180953	-	-	
ENSG00000180957	PITPNB	PtdInsTP; VIB1B; PI-TP-beta	
ENSG00000180964	TCEAL8	WEX3	
ENSG00000180974	OR52E4	OR11-55	
ENSG00000180979	LRRC57	-	
ENSG00000180987	-	-	
ENSG00000180988	OR52N2	OR11-57	
ENSG00000180992	MRPL14	L32mt; MRPL32; MRP-L32; L14mt; MRP-L14; RMPL32; RPML32	
ENSG00000180998	GPR137C	TM7SF1L2	
ENSG00000180999	C1orf105	-	
ENSG00000181001	OR52N1	OR11-61	
ENSG00000181004	BBS12	C4orf24	
ENSG00000181007	ZFP82	ZNF545	
ENSG00000181009	OR52N5	OR11-62; OR52N5Q	
ENSG00000181013	-	-	
ENSG00000181016	LSMEM1	C7orf53	
ENSG00000181017	-	-	
ENSG00000181019	NQO1	DTD; DIA4; QR1; NMOR1; NMORI; DHQU	
ENSG00000181023	OR56B1	OR56B1P; OR11-65	
ENSG00000181026	AEN	ISG20L1; pp12744	
ENSG00000181027	FKRP	FKTR; LGMD2I; MDC1C; MDDGB5; LGMDR9; MDDGA5; MDDGC5	
ENSG00000181029	TRAPPC5	TRS31	
ENSG00000181031	RPH3AL	NOC2	
ENSG00000181035	SLC25A42	MECREN	
ENSG00000181036	FCRL6	FcRH6	
ENSG00000181038	METTL23	C17orf95; MRT44	
ENSG00000181039	-	-	
ENSG00000181045	SLC26A11	-	
ENSG00000181061	HIGD1A	HIG1; RCF1a	
ENSG00000181072	CHRM2	HM2	
ENSG00000181074	OR52N4	OR11-64	
ENSG00000181085	MAPK15	ERK8; ERK7	
ENSG00000181090	EHMT1	EHMT1-IT1; GLP1; KLEFS1; FP13812; KMT1D; EUHMTASE1; Eu-HMTase1; GLP	
ENSG00000181092	ADIPOQ	APM1; ACRP30; APM-1; ACDC; ADPN; GBP28; ADIPQTL1	
ENSG00000181097	-	-	
ENSG00000181101	-	-	
ENSG00000181104	F2R	HTR; TR; PAR-1; PAR1; CF2R	
ENSG00000181109	-	-	
ENSG00000181123	-	-	
ENSG00000181126	HLA-V	HLA-75; dJ377H14.4	
ENSG00000181135	ZNF707; LOC101928160	-	
ENSG00000181143	MUC16	CA125	
ENSG00000181163	NPM1	B23; NPM	
ENSG00000181171	FER1L6-AS1	C8orf54	
ENSG00000181191	PJA1	PRAJA1; RNF70	
ENSG00000181192	DHTKD1	CMT2Q; AMOXAD	
ENSG00000181195	PENK	PENK-A; PE	
ENSG00000181201	-	-	
ENSG00000181211	HECW1-IT1	-	
ENSG00000181214	OR8G2P	ORL206; HSTPCR120; TPCR120; ORL486; OR8G2; OR8G4	
ENSG00000181215	C4orf50	-	
ENSG00000181218	H2AW	HIST3H2A	
ENSG00000181220	ZNF746	PARIS	
ENSG00000181222	POLR2A	RPB1; RPO2; RpIILS; POLR2; RPBh1; POLRA; hRPB220; hsRPB1; NEDHIB; RPOL2	
ENSG00000181227	-	-	
ENSG00000181234	TMEM132C	PPP1R152	
ENSG00000181240	SLC25A41	APC4; SCaMC-3L	
ENSG00000181260	-	-	
ENSG00000181264	TLCD5	TMEM136	
ENSG00000181273	OR5AK2	-	
ENSG00000181274	FRAT2	FRAT-2	
ENSG00000181282	-	-	
ENSG00000181284	TMEM102	CBAP	
ENSG00000181291	TMEM132E	DFNB99	
ENSG00000181296	-	-	
ENSG00000181315	ZNF322	ZNF322A; ZNF388; HCG12; ZNF489	
ENSG00000181322	NME9	TXL-2; NXL2; TXL2; NM23-H9; TXNDC6	
ENSG00000181323	SPEM1	C17orf83	
ENSG00000181325	-	-	
ENSG00000181333	HEPHL1	HJDD; ZP	
ENSG00000181350	LRRC75A	FAM211A; C17orf76	
ENSG00000181355	-	-	
ENSG00000181358	-	-	
ENSG00000181359	-	-	
ENSG00000181371	OR5M8	OR11-194	
ENSG00000181374	CCL13	NCC1; SCYL1; NCC-1; SCYA13; CKb10; MCP-4	
ENSG00000181378	CFAP65	CCDC108; SPGF40	
ENSG00000181381	DDX60L	-	
ENSG00000181392	SYNE4	DFNB76; Nesp4; KASH4; C19orf46	
ENSG00000181395	-	-	
ENSG00000181396	OGFOD3	C17orf101	
ENSG00000181404	WASHC1	WASH; FAM39E; WASH1	
ENSG00000181408	UTS2R	UTR2; UTR; UR-2-R; GPR14	
ENSG00000181409	AATK	AATYK1; LMR1; AATYK; PPP1R77; LMTK1; p35BP	
ENSG00000181418	DDN	-	
ENSG00000181433	SAGE1	CT14; SAGE	
ENSG00000181444	ZNF467	EZI; Zfp467	
ENSG00000181449	SOX2	MCOPS3; ANOP3	
ENSG00000181450	ZNF678	-	
ENSG00000181458	TMEM45A	DNAPTP4; DERP7	
ENSG00000181464	-	-	
ENSG00000181467	RAP2B	-	
ENSG00000181472	ZBTB2	ZNF437	
ENSG00000181481	RNF135	L13; REUL; Riplet; MMFD	
ENSG00000181495	-	-	
ENSG00000181499	OR6T1	OR11-277	
ENSG00000181511	-	-	
ENSG00000181513	ACBD4	HMFT0700	
ENSG00000181514	-	-	
ENSG00000181518	OR8D4	OR11-275	
ENSG00000181523	SGSH	MPS3A; HSS; SFMD	
ENSG00000181524	-	-	
ENSG00000181541	MAB21L2	MCSKS14; MCOPS14	
ENSG00000181544	FANCB	FAAP90; FAAP95; FAB; FACB; FA2	
ENSG00000181552	EDDM3B	HE3-BETA; RAM2; EP3B; FAM12B; HE3B	
ENSG00000181555	SETD2	p231HBP; HIP-1; HBP231; HYPB; SET2; HIF-1; LLS; HSPC069; KMT3A	
ENSG00000181562	EDDM3A	EP3A; FAM12A; HE3A; HE3-ALPHA; HE3ALPHA; RAM1	
ENSG00000181577	C6orf223	-	
ENSG00000181585	TMIE	DFNB6	
ENSG00000181588	MEX3D	MEX-3D; OK/SW-cl.4; MEX3; RNF193; RKHD1; TINO	
ENSG00000181609	OR52D1	OR11-43	
ENSG00000181610	MRPS23	COXPD46; CGI-138; HSPC329; MRP-S23	
ENSG00000181616	OR52H1	OR11-41; OR11-45	
ENSG00000181617	FDCSP	C4orf7; FDC-SP	
ENSG00000181619	GPR135	HUMNPIIY20	
ENSG00000181625	SLX1B	GIYD2	
ENSG00000181626	ANKRD62	DKFZp779B1634	
ENSG00000181631	P2RY13	GPCR1; GPR94; GPR86; P2Y13; SP174; FKSG77	
ENSG00000181634	TNFSF15	TL1A; VEGI192A; VEGI; TNLG1B; TL1	
ENSG00000181638	ZFP41	zfp-41; ZNF753	
ENSG00000181649	PHLDA2	BRW1C; IPL; TSSC3; BWR1C; HLDA2	
ENSG00000181652	ATG9B	NOS3AS; APG9L2; SONE	
ENSG00000181656	GPR88	STRG; COCPMR	
ENSG00000181666	ZNF875	HKR1	
ENSG00000181689	-	-	
ENSG00000181690	PLAG1	ZNF912; SRS4; SGPA; PSA	
ENSG00000181693	OR8H1	OR11-180	
ENSG00000181698	OR5T1	OR11-179; OR5T1P	
ENSG00000181704	YIPF6	FinGER6	
ENSG00000181705	-	-	
ENSG00000181718	OR5T2	OR11-177	
ENSG00000181722	ZBTB20	PRIMS; ZNF288; DPZF; ODA-8S; HOF	
ENSG00000181733	OR2Z1	OR19-4; OR2Z2	
ENSG00000181741	-	-	
ENSG00000181744	DIPK2A	GoPro49; HASF; DIA1; C3orf58	
ENSG00000181751	MACIR	C5orf30	
ENSG00000181752	OR8K5	OR11-174	
ENSG00000181754	AMIGO1	AMIGO-1; ALI2; AMIGO	
ENSG00000181761	OR8H3	OR11-172	
ENSG00000181767	OR8H2	OR11-171	
ENSG00000181773	GPR3	ACCA	
ENSG00000181778	TMEM252	C9orf71	
ENSG00000181780	-	-	
ENSG00000181781	ODF3L2	C19orf19	
ENSG00000181785	OR5AS1	OR11-168	
ENSG00000181786	ACTL9	HSD21	
ENSG00000181788	SIAH2	hSiah2	
ENSG00000181789	COPG1	COPG	
ENSG00000181790	ADGRB1	GDAIF; BAI1	
ENSG00000181791	-	-	
ENSG00000181798	LINC00471	C2orf52	
ENSG00000181800	CELF2-AS1	C10orf31	
ENSG00000181803	OR6S1	OR14-37; OR6S1Q	
ENSG00000181804	SLC9A9	NHE9; AUTS16	
ENSG00000181817	LSM10	MSTP074; MST074	
ENSG00000181819	-	-	
ENSG00000181826	RELL1	-	
ENSG00000181827	RFX7	RFXDC2	
ENSG00000181830	SLC35C1	CDG2C; FUCT1	
ENSG00000181837	-	-	
ENSG00000181847	TIGIT	VSTM3; WUCAM; VSIG9	
ENSG00000181852	RNF41	NRDP1; FLRF; SBBI03	
ENSG00000181856	SLC2A4	GLUT4	
ENSG00000181867	FTMT	MTF	
ENSG00000181873	IBA57	MMDS3; SPG74; C1orf69	
ENSG00000181885	CLDN7	Hs.84359; CPETRL2; CEPTRL2; CLDN-7; claudin-1	
ENSG00000181894	ZNF329	-	
ENSG00000181896	ZNF101	HZF12	
ENSG00000181903	OR4C6	OR11-138	
ENSG00000181904	C5orf24	-	
ENSG00000181908	LINC02724	-	
ENSG00000181915	ADO	C10orf22	
ENSG00000181924	COA4	CMC3; E2IG2; CHCHD8	
ENSG00000181927	OR4P4	OR4P3P	
ENSG00000181929	PRKAG1	AMPKG	
ENSG00000181935	-	-	
ENSG00000181938	GINS3	PSF3	
ENSG00000181939	OR4C15	OR11-127; OR11-134	
ENSG00000181943	-	-	
ENSG00000181950	-	-	
ENSG00000181958	OR4A15	OR11-118	
ENSG00000181961	OR4A16	OR4A16Q; OR11-117	
ENSG00000181963	OR52K2	OR11-7	
ENSG00000181965	NEUROG1	ngn1; AKA; NEUROD3; Math4C; bHLHa6	
ENSG00000181977	-	-	
ENSG00000181982	CCDC149	-	
ENSG00000181984	GOLGA8CP	GOLGA8C	
ENSG00000181991	MRPS11	MRP-S11; S11mt; HCC-2	
ENSG00000181995	LINC00301	NCRNA00301; C11orf64	
ENSG00000181997	-	-	
ENSG00000182000	-	-	
ENSG00000182004	SNRPE	SME; Sm-E; snRNP-E; HYPT11	
ENSG00000182010	RTKN2	PLEKHK1; bA531F24.1	
ENSG00000182013	PNMA8A	PNMAL1	
ENSG00000182021	LOC100996643	-	
ENSG00000182022	CHST15	GALNAC4S-6ST; BRAG	
ENSG00000182035	ADIG	SMAF1	
ENSG00000182040	USH1G	ANKS4A; SANS	
ENSG00000182048	TRPC2	-	
ENSG00000182050	MGAT4C	GNTIVH; HGNT-IV-H	
ENSG00000182053	TRIM49B	-	
ENSG00000182054	IDH2	IDP; IDPM; mNADP-IDH; IDH; IDHM; D2HGA2; ICD-M	
ENSG00000182057	-	-	
ENSG00000182070	OR52A1	HPFH1OR	
ENSG00000182077	PTCHD3	PTR	
ENSG00000182083	OR6B2	OR6B2P; OR2-1	
ENSG00000182087	TMEM259	MEMBRALIN; ASBABP1; C19orf6; MBRL; R32184_3	
ENSG00000182093	GET1	CHD5; WRB	
ENSG00000182095	TNRC18	TNRC18A; CAGL79	
ENSG00000182103	FAM181B	-	
ENSG00000182107	TMEM30B	CDC50B	
ENSG00000182108	DEXI	MYLE	
ENSG00000182109	-	-	
ENSG00000182111	ZNF716	-	
ENSG00000182117	NOP10	NOLA3; NOP10P; DKCB1	
ENSG00000182118	FAM89A	C1orf153	
ENSG00000182132	KCNIP1	KCHIP1; VABP	
ENSG00000182134	TDRKH	TDRD2	
ENSG00000182141	ZNF708	ZNF15L1; ZNF15; KOX8	
ENSG00000182149	IST1	CHMP8; OLC1	
ENSG00000182150	ERCC6L2	C9orf102; SR278; RAD26L; BMFS2; HEBO	
ENSG00000182154	MRPL41	RPML27; MRP-L27; MRPL27; PIG3; BMRP	
ENSG00000182156	ENPP7	ALK-SMase; E-NPP 7; NPP-7; NPP7	
ENSG00000182158	CREB3L2	BBF2H7	
ENSG00000182162	P2RY8	P2Y8	
ENSG00000182165	-	-	
ENSG00000182168	UNC5C	UNC5H3	
ENSG00000182170	MRGPRG	GPR169; MRGG	
ENSG00000182173	TSEN54	PCH2A; sen54; PCH5; PCH4; SEN54L	
ENSG00000182175	RGMA	RGM	
ENSG00000182177	ASB18	ASB-18	
ENSG00000182179	UBA7	UBA1B; UBE1L; UBE2; D8	
ENSG00000182180	MRPS16	CGI-132; MRP-S16; RPMS16; COXPD2	
ENSG00000182183	SHISAL2A	WWLS2783; FAM159A; PRO7171	
ENSG00000182185	RAD51B	REC2; R51H2; RAD51L1	
ENSG00000182187	CRYGB	CRYG2; CTRCT39	
ENSG00000182195	LDOC1	BCUR1; RTL7; SIRH7; Mart7; Mar7	
ENSG00000182196	ARL6IP4	SRrp37; SR-25; SFRS20; SRp25	
ENSG00000182197	EXT1	EXT; LGS; TTV; LGCR; TRPS2	
ENSG00000182199	SHMT2	GLYA; NEDCASB; SHMT; HEL-S-51e	
ENSG00000182208	MOB2	HCCA2	
ENSG00000182217	-	-	
ENSG00000182218	HHIPL1	KIAA1822; UNQ9245	
ENSG00000182220	ATP6AP2	HT028; ATP6IP2; M8-9; PRR; MSTP009; XMRE; ATP6M8-9; RENR; APT6M8-9; ELDF10; MRXE; CDG2R; MRXSH; XPDS	
ENSG00000182223	ZAR1	Z3CXXC6	
ENSG00000182224	CYB5D1	-	
ENSG00000182230	FAM153B	-	
ENSG00000182240	BACE2	ASP21; BAE2; DRAP; AEPLC; ALP56; CEAP1; CDA13; ASP1	
ENSG00000182242	-	-	
ENSG00000182247	UBE2E2	UBCH8	
ENSG00000182253	SYNM	DMN; SYN	
ENSG00000182255	KCNA4	KCNA4L; HK1; KCNA8; MCIDDS; KV1.4; PCN2; HBK4; HPCN2; HUKII	
ENSG00000182256	GABRG3	-	
ENSG00000182257	-	-	
ENSG00000182261	NLRP10	CLR11.1; NOD8; PYNOD; PAN5; NALP10	
ENSG00000182263	FIGN	-	
ENSG00000182264	IZUMO1	OBF; IZUMO	
ENSG00000182271	TMIGD1	TMIGD; UNQ9372	
ENSG00000182272	B4GALNT4	-	
ENSG00000182287	AP1S2	MRX59; MRXS5; DC22; MRXSF; PGS; SIGMA1B; MRXS21	
ENSG00000182307	C8orf33	-	
ENSG00000182308	DCAF4L1	WDR21B	
ENSG00000182310	SPACA6	LET7EH; LINC00085; NCRNA00085; SPACA6P	
ENSG00000182315	MBD3L3	-	
ENSG00000182318	ZSCAN22	HKR2; ZNF50	
ENSG00000182319	-	-	
ENSG00000182324	KCNJ14	IRK4; KIR2.4	
ENSG00000182325	FBXL6	FBL6; FBL6A; PP14630	
ENSG00000182326	C1S	EDSPD2	
ENSG00000182327	GLTPD2	-	
ENSG00000182329	KIAA2012	-	
ENSG00000182330	PRAMEF8	PRAMEF24	
ENSG00000182333	LIPF	HGL; GL; HLAL	
ENSG00000182334	OR5P3	JCG1	
ENSG00000182346	DAOA	LG72; SG72	
ENSG00000182347	-	-	
ENSG00000182348	ZNF804B	-	
ENSG00000182351	-	-	
ENSG00000182352	C17orf77	-	
ENSG00000182359	KBTBD3	BKLHD3	
ENSG00000182362	YBEY	C21orf57	
ENSG00000182365	-	-	
ENSG00000182366	FAM87A	-	
ENSG00000182368	-	-	
ENSG00000182372	CLN8	EPMR; TLCD6; C8orf61	
ENSG00000182376	LOC339059	-	
ENSG00000182378	PLCXD1	LL0XNC01-136G2.1	
ENSG00000182379	NXPH4	NPH4	
ENSG00000182383	-	-	
ENSG00000182389	CACNB4	EIG9; CACNLB4; EA5; EJM6; EJM4; CAB4; EJM	
ENSG00000182393	IFNL1	IL-29; IL29	
ENSG00000182397	DNM1P46	C15orf51; DNM1DN14.2; DNM1DN14@	
ENSG00000182400	TRAPPC6B	NEDMEBA; TPC6	
ENSG00000182404	-	-	
ENSG00000182405	PGBD4	-	
ENSG00000182415	CDY2A	CDY; CDY2	
ENSG00000182446	NPLOC4	NPL4	
ENSG00000182447	OTOL1	C1QTNF16; C1QTNF15	
ENSG00000182450	KCNK4	TRAAK; TRAAK1; FHEIG; K2p4.1	
ENSG00000182459	TEX19	-	
ENSG00000182463	TSHZ2	ZABC2; OVC10-2; TSH2; ZNF218; C20orf17	
ENSG00000182472	CAPN12	-	
ENSG00000182473	EXOC7	EXO70; BLOM4; YJL085W; EXOC1; 2-5-3p; EX070; Exo70p; NEDSEBA	
ENSG00000182477	-	-	
ENSG00000182481	KPNA2	IPOA1; QIP2; SRP1-alpha; SRP1alpha; RCH1	
ENSG00000182484	-	-	
ENSG00000182487	NCF1B	NCF-1B; SH3PXD1B	
ENSG00000182489	XKRX	XRG2; XPLAC; XKR2	
ENSG00000182492	BGN	PG-S1; SEMDX; DSPG1; MRLS; SLRR1A; PGI	
ENSG00000182500	-	-	
ENSG00000182502	-	-	
ENSG00000182504	CEP97	2810403B08Rik; LRRIQ2	
ENSG00000182508	LHFPL1	-	
ENSG00000182511	FES	FPS	
ENSG00000182512	GLRX5	PRSA; GRX5; PR01238; C14orf87; SPAHGC; SIDBA3; FLB4739; PRO1238	
ENSG00000182518	FAM104B	CXorf44	
ENSG00000182521	TBPL2	TBP2; TRF3	
ENSG00000182531	-	-	
ENSG00000182533	CAV3	LGMD1C; LQT9; VIP-21; VIP21; MPDT; RMD2	
ENSG00000182534	MXRA7	-	
ENSG00000182541	LIMK2	-	
ENSG00000182544	MFSD5	hsMOT2; SLC61A1	
ENSG00000182545	RNASE10	RNASE9; RAH1	
ENSG00000182551	ADI1	HMFT1638; MTCBP1; Ni-ARD; ARD; mtnD; Fe-ARD; SIPL; APL1	
ENSG00000182552	RWDD4	RWDD4A; FAM28A	
ENSG00000182557	SPNS3	SLC62A3; SLC63A3	
ENSG00000182565	-	-	
ENSG00000182566	CLEC4G	DTTR431; LP2698; LSECtin; UNQ431	
ENSG00000182568	SATB1	-	
ENSG00000182572	-	-	
ENSG00000182574	-	-	
ENSG00000182575	NXPH3	NPH3	
ENSG00000182578	CSF1R	C-FMS; HDLS; CSF-1R; FMS; CSFR; FIM2; BANDDOS; M-CSF-R; CD115	
ENSG00000182580	EPHB3	ETK2; TYRO6; EK2; HEK2	
ENSG00000182583	VCX	VCXB1; VCX1; VCX10R; VCX-10r; VCX-B1	
ENSG00000182584	-	-	
ENSG00000182585	EPGN	PRO9904; ALGV3072; EPG	
ENSG00000182586	LINC00334	C21orf89; NCRNA00334	
ENSG00000182591	KRTAP11-1	KAP11.1; HACL-1; HACL1	
ENSG00000182600	SNORC	UNQ830; ASCL830; C2orf82	
ENSG00000182601	HS3ST4	30ST4; h3-OST-4; 3-OST-4; 3OST4	
ENSG00000182606	TRAK1	EIEE68; OIP106; MILT1; DEE68	
ENSG00000182611	-	-	
ENSG00000182612	TSPAN10	OCSP	
ENSG00000182613	OR2V2	OST713; OR2V3	
ENSG00000182621	PLCB1	PLC-beta-1; PI-PLC; PLC-154; PLCB1B; PLC-I; PLC154; EIEE12; PLCB1A; DEE12	
ENSG00000182625	-	-	
ENSG00000182628	SKA2	FAM33A	
ENSG00000182631	RXFP3	GPCR135; RLN3R1; SALPR; RXFPR3	
ENSG00000182632	CCNYL2	CCNYL2P; C10orf21; bA178A10.2	
ENSG00000182634	OR10G7	OR11-283	
ENSG00000182636	NDN	HsT16328; PWCR	
ENSG00000182645	CCDC172	C10orf96	
ENSG00000182646	-	-	
ENSG00000182648	LINC01006	MY040; C7orf13	
ENSG00000182652	-	-	
ENSG00000182667	NTM	NTRI; IGLON2; HNT; CEPU-1	
ENSG00000182670	TTC3	DCRR1; TPRDIII; RNF105	
ENSG00000182674	KCNB2	KV2.2	
ENSG00000182676	PPP1R27	DYSFIP1	
ENSG00000182685	BRICD5	C16orf79	
ENSG00000182687	GALR2	GALR-2; GAL2-R; GALNR2	
ENSG00000182698	RESP18	-	
ENSG00000182700	IGIP	C5orf53	
ENSG00000182704	TSKU	E2IG4; TSK; LRRC54	
ENSG00000182707	-	-	
ENSG00000182712	CMC4	MTCP1NB; MTCP1; p8MTCP1; C6.1B; p8; MTCP1B	
