Ensembl Gene ID	Gene Symbol	Gene Synonyms	
ENSG00000261239	-	-	
ENSG00000261240	-	-	
ENSG00000261241	LOC112267895	-	
ENSG00000261242	-	-	
ENSG00000261243	-	-	
ENSG00000261244	-	-	
ENSG00000261245	-	-	
ENSG00000261247	GOLGA8K; GOLGA8T	-	
ENSG00000261248	-	-	
ENSG00000261249	LINC01751	-	
ENSG00000261250	-	-	
ENSG00000261251	-	-	
ENSG00000261252	-	-	
ENSG00000261253	-	-	
ENSG00000261254	-	-	
ENSG00000261257	-	-	
ENSG00000261259	-	-	
ENSG00000261260	LOC102723786	-	
ENSG00000261261	-	-	
ENSG00000261263	-	-	
ENSG00000261265	-	-	
ENSG00000261266	-	-	
ENSG00000261267	-	-	
ENSG00000261268	-	-	
ENSG00000261269	-	-	
ENSG00000261270	-	-	
ENSG00000261272	MUC22	PBMUCL1	
ENSG00000261273	-	-	
ENSG00000261274	-	-	
ENSG00000261275	-	-	
ENSG00000261276	-	-	
ENSG00000261277	-	-	
ENSG00000261278	-	-	
ENSG00000261279	ULK4P1	D-X; FAM7A1	
ENSG00000261280	-	-	
ENSG00000261281	-	-	
ENSG00000261282	-	-	
ENSG00000261284	-	-	
ENSG00000261285	-	-	
ENSG00000261286	ATP2C2-AS1	-	
ENSG00000261288	-	-	
ENSG00000261289	-	-	
ENSG00000261290	-	-	
ENSG00000261291	-	-	
ENSG00000261292	-	-	
ENSG00000261293	-	-	
ENSG00000261294	-	-	
ENSG00000261295	-	-	
ENSG00000261296	-	-	
ENSG00000261298	-	-	
ENSG00000261299	-	-	
ENSG00000261302	NUP93-DT	-	
ENSG00000261303	-	-	
ENSG00000261304	-	-	
ENSG00000261305	-	-	
ENSG00000261307	-	-	
ENSG00000261308	FIGNL2	-	
ENSG00000261310	-	-	
ENSG00000261312	-	-	
ENSG00000261313	-	-	
ENSG00000261314	-	-	
ENSG00000261315	-	-	
ENSG00000261316	LINC01834	-	
ENSG00000261317	-	-	
ENSG00000261318	-	-	
ENSG00000261319	-	-	
ENSG00000261320	-	-	
ENSG00000261324	-	-	
ENSG00000261325	LINC02192	-	
ENSG00000261326	-	-	
ENSG00000261327	-	-	
ENSG00000261329	-	-	
ENSG00000261330	-	-	
ENSG00000261331	-	-	
ENSG00000261332	-	-	
ENSG00000261333	-	-	
ENSG00000261334	-	-	
ENSG00000261335	LOC105274304	-	
ENSG00000261336	-	-	
ENSG00000261337	-	-	
ENSG00000261338	-	-	
ENSG00000261340	LINC01616	n341006	
ENSG00000261341	LOC105372440	-	
ENSG00000261342	-	-	
ENSG00000261346	-	-	
ENSG00000261347	-	-	
ENSG00000261348	-	-	
ENSG00000261349	-	-	
ENSG00000261350	-	-	
ENSG00000261351	-	-	
ENSG00000261353	-	-	
ENSG00000261355	-	-	
ENSG00000261356	-	-	
ENSG00000261357	-	-	
ENSG00000261359	PYCARD-AS1	PYCARDOS; C16orf98	
ENSG00000261360	OTULIN-DT	-	
ENSG00000261362	-	-	
ENSG00000261363	-	-	
ENSG00000261364	-	-	
ENSG00000261365	-	-	
ENSG00000261366	MANEA-DT	MANEA-AS1	
ENSG00000261367	-	-	
ENSG00000261368	-	-	
ENSG00000261369	-	-	
ENSG00000261372	-	-	
ENSG00000261373	VPS9D1-AS1	MYU	
ENSG00000261374	-	-	
ENSG00000261375	-	-	
ENSG00000261376	-	-	
ENSG00000261377	-	-	
ENSG00000261379	-	-	
ENSG00000261382	-	-	
ENSG00000261384	-	-	
ENSG00000261385	-	-	
ENSG00000261386	-	-	
ENSG00000261390	MAFTRR	lincMAF4; linc-MAF-4	
ENSG00000261391	-	-	
ENSG00000261392	-	-	
ENSG00000261393	-	-	
ENSG00000261394	LOC101927227	-	
ENSG00000261395	-	-	
ENSG00000261396	-	-	
ENSG00000261397	LINC01177	-	
ENSG00000261398	LOC112268173	-	
ENSG00000261399	-	-	
ENSG00000261400	-	-	
ENSG00000261401	-	-	
ENSG00000261402	-	-	
ENSG00000261403	-	-	
ENSG00000261404	PSMD7-DT	-	
ENSG00000261405	-	-	
ENSG00000261406	-	-	
ENSG00000261407	-	-	
ENSG00000261408	TEN1-CDK3	C17orf106; C17orf106-CDK3; TEN1	
ENSG00000261409	-	-	
ENSG00000261410	-	-	
ENSG00000261411	-	-	
ENSG00000261416	-	-	
ENSG00000261418	-	-	
ENSG00000261419	-	-	
ENSG00000261420	-	-	
ENSG00000261421	-	-	
ENSG00000261423	TMEM202-AS1	-	
ENSG00000261424	-	-	
ENSG00000261425	-	-	
ENSG00000261426	-	-	
ENSG00000261427	-	-	
ENSG00000261428	-	-	
ENSG00000261429	-	-	
ENSG00000261430	-	-	
ENSG00000261431	-	-	
ENSG00000261432	LINC01613	n341773	
ENSG00000261433	-	-	
ENSG00000261434	-	-	
ENSG00000261435	-	-	
ENSG00000261436	-	-	
ENSG00000261437	LINC02894	-	
ENSG00000261438	-	-	
ENSG00000261439	GNAO1-AS1	DKFZP434H168	
ENSG00000261440	-	-	
ENSG00000261441	-	-	
ENSG00000261442	-	-	
ENSG00000261444	-	-	
ENSG00000261445	-	-	
ENSG00000261446	LINC00559	-	
ENSG00000261447	-	-	
ENSG00000261448	LOC102723692	-	
ENSG00000261449	-	-	
ENSG00000261451	-	-	
ENSG00000261452	-	-	
ENSG00000261453	-	-	
ENSG00000261455	-	-	
ENSG00000261457	-	-	
ENSG00000261458	-	-	
ENSG00000261459	-	-	
ENSG00000261460	-	-	
ENSG00000261461	-	-	
ENSG00000261462	-	-	
ENSG00000261465	-	-	
ENSG00000261466	-	-	
ENSG00000261467	-	-	
ENSG00000261468	-	-	
ENSG00000261469	-	-	
ENSG00000261470	-	-	
ENSG00000261471	-	-	
ENSG00000261472	-	-	
ENSG00000261474	-	-	
ENSG00000261475	-	-	
ENSG00000261476	-	-	
ENSG00000261478	-	-	
ENSG00000261480	GOLGA8M	-	
ENSG00000261481	-	-	
ENSG00000261482	-	-	
ENSG00000261485	-	-	
ENSG00000261486	-	-	
ENSG00000261487	-	-	
ENSG00000261488	TBILA	-	
ENSG00000261489	-	-	
ENSG00000261490	-	-	
ENSG00000261491	-	-	
ENSG00000261496	-	-	
ENSG00000261497	-	-	
ENSG00000261498	LINC00566	-	
ENSG00000261501	-	-	
ENSG00000261502	-	-	
ENSG00000261504	LINC01686	-	
ENSG00000261505	-	-	
ENSG00000261507	-	-	
ENSG00000261509	LOC102723655; LOC102723713; TP53TG3E; TP53TG3F; TP53TG3B	TP53TG3F; TP53TG3; TP53TG3D; TP53TG3C; TP53TG3B; TP53TG3E; TP53TG3A	
ENSG00000261510	-	-	
ENSG00000261511	-	-	
ENSG00000261512	-	-	
ENSG00000261513	-	-	
ENSG00000261514	-	-	
ENSG00000261515	-	-	
ENSG00000261517	LINC00558	-	
ENSG00000261519	-	-	
ENSG00000261520	-	-	
ENSG00000261521	-	-	
ENSG00000261523	-	-	
ENSG00000261524	-	-	
ENSG00000261526	-	-	
ENSG00000261527	-	-	
ENSG00000261528	-	-	
ENSG00000261529	-	-	
ENSG00000261532	-	-	
ENSG00000261533	-	-	
ENSG00000261534	-	-	
ENSG00000261536	-	-	
ENSG00000261537	-	-	
ENSG00000261538	-	-	
ENSG00000261540	-	-	
ENSG00000261541	-	-	
ENSG00000261542	-	-	
ENSG00000261543	-	-	
ENSG00000261544	-	-	
ENSG00000261546	-	-	
ENSG00000261548	-	-	
ENSG00000261549	-	-	
ENSG00000261550	-	-	
ENSG00000261552	-	-	
ENSG00000261553	-	-	
ENSG00000261554	-	-	
ENSG00000261555	-	-	
ENSG00000261556	SMG1P7	-	
ENSG00000261557	-	-	
ENSG00000261558	LINC01859	-	
ENSG00000261559	-	-	
ENSG00000261560	-	-	
ENSG00000261561	-	-	
ENSG00000261564	-	-	
ENSG00000261566	-	-	
ENSG00000261567	-	-	
ENSG00000261568	-	-	
ENSG00000261569	-	-	
ENSG00000261570	-	-	
ENSG00000261572	-	-	
ENSG00000261573	-	-	
ENSG00000261574	-	-	
ENSG00000261575	-	-	
ENSG00000261578	-	-	
ENSG00000261580	-	-	
ENSG00000261581	-	-	
ENSG00000261582	-	-	
ENSG00000261583	-	-	
ENSG00000261584	-	-	
ENSG00000261586	-	-	
ENSG00000261588	-	-	
ENSG00000261589	-	-	
ENSG00000261590	-	-	
ENSG00000261592	-	-	
ENSG00000261593	-	-	
ENSG00000261594	TPBGL	-	
ENSG00000261595	-	-	
ENSG00000261596	-	-	
ENSG00000261597	-	-	
ENSG00000261598	-	-	
ENSG00000261599	-	-	
ENSG00000261600	-	-	
ENSG00000261602	-	-	
ENSG00000261603	PRSS46P	TESSP6; PRSS46	
ENSG00000261604	-	-	
ENSG00000261606	-	-	
ENSG00000261607	-	-	
ENSG00000261608	-	-	
ENSG00000261609	GAN	GIG; GAN1; KLHL16	
ENSG00000261610	-	-	
ENSG00000261611	-	-	
ENSG00000261612	-	-	
ENSG00000261613	-	-	
ENSG00000261614	-	-	
ENSG00000261615	LINC01858	-	
ENSG00000261616	-	-	
ENSG00000261617	LINC02177	-	
ENSG00000261618	-	-	
ENSG00000261620	-	-	
ENSG00000261621	-	-	
ENSG00000261622	-	-	
ENSG00000261623	LINC02179	-	
ENSG00000261624	-	-	
ENSG00000261625	-	-	
ENSG00000261627	-	-	
ENSG00000261628	-	-	
ENSG00000261629	-	-	
ENSG00000261630	-	-	
ENSG00000261632	-	-	
ENSG00000261633	-	-	
ENSG00000261634	-	-	
ENSG00000261635	-	-	
ENSG00000261636	-	-	
ENSG00000261637	-	-	
ENSG00000261638	-	-	
ENSG00000261641	-	-	
ENSG00000261642	-	-	
ENSG00000261643	-	-	
ENSG00000261644	-	-	
ENSG00000261645	DISC1FP1	Boymaw	
ENSG00000261646	-	-	
ENSG00000261647	-	-	
ENSG00000261648	-	-	
ENSG00000261649	GOLGA6L7	GOLGA6L7P	
ENSG00000261650	-	-	
ENSG00000261651	-	-	
ENSG00000261652	C15orf65	-	
ENSG00000261653	-	-	
ENSG00000261654	-	-	
ENSG00000261655	-	-	
ENSG00000261656	BEAN1-AS1	CTD-2258A20.5	
ENSG00000261659	-	-	
ENSG00000261662	-	-	
ENSG00000261663	-	-	
ENSG00000261664	-	-	
ENSG00000261665	-	-	
ENSG00000261666	LINC00560	-	
ENSG00000261667	LY6L	-	
ENSG00000261668	-	-	
ENSG00000261669	-	-	
ENSG00000261670	-	-	
ENSG00000261671	-	-	
ENSG00000261672	-	-	
ENSG00000261673	-	-	
ENSG00000261675	-	-	
ENSG00000261679	-	-	
ENSG00000261680	-	-	
ENSG00000261682	-	-	
ENSG00000261683	LINC00838	-	
ENSG00000261684	-	-	
ENSG00000261685	-	-	
ENSG00000261687	-	-	
ENSG00000261689	-	-	
ENSG00000261690	-	-	
ENSG00000261691	-	-	
ENSG00000261692	-	-	
ENSG00000261693	-	-	
ENSG00000261695	-	-	
ENSG00000261696	-	-	
ENSG00000261697	LOC101928682	-	
ENSG00000261701	HPR	A-259H10.2; HP	
ENSG00000261702	-	-	
ENSG00000261703	LINC02168	-	
ENSG00000261704	-	-	
ENSG00000261705	-	-	
ENSG00000261706	-	-	
ENSG00000261707	-	-	
ENSG00000261708	-	-	
ENSG00000261709	-	-	
ENSG00000261710	-	-	
ENSG00000261711	-	-	
ENSG00000261712	-	-	
ENSG00000261713	SSTR5-AS1	-	
ENSG00000261714	-	-	
ENSG00000261715	LINC01477	-	
ENSG00000261716	-	-	
ENSG00000261717	-	-	
ENSG00000261719	-	-	
ENSG00000261720	-	-	
ENSG00000261722	-	-	
ENSG00000261723	-	-	
ENSG00000261725	-	-	
ENSG00000261727	-	-	
ENSG00000261728	-	-	
ENSG00000261729	GS1-204I12.4	-	
ENSG00000261730	-	-	
ENSG00000261731	-	-	
ENSG00000261732	-	-	
ENSG00000261733	-	-	
ENSG00000261734	-	-	
ENSG00000261736	-	-	
ENSG00000261737	CLCA4-AS1	-	
ENSG00000261738	MIR3976HG	LINC01469	
ENSG00000261739	GOLGA8S	-	
ENSG00000261740	BOLA2-SMG1P6	-	
ENSG00000261741	FRG2KP	-	
ENSG00000261742	LINC00922	-	
ENSG00000261743	-	-	
ENSG00000261744	ZFPM1-AS1	-	
ENSG00000261745	-	-	
ENSG00000261747	-	-	
ENSG00000261748	-	-	
ENSG00000261749	LINC02180	-	
ENSG00000261751	-	-	
ENSG00000261752	-	-	
ENSG00000261754	-	-	
ENSG00000261757	-	-	
ENSG00000261758	-	-	
ENSG00000261759	-	-	
ENSG00000261760	LOC100507334	-	
ENSG00000261761	LINC02616	-	
ENSG00000261762	-	-	
ENSG00000261763	-	-	
ENSG00000261764	-	-	
ENSG00000261765	-	-	
ENSG00000261766	-	-	
ENSG00000261770	-	-	
ENSG00000261771	DNAAF4-CCPG1	DYX1C1-CCPG1	
ENSG00000261773	-	-	
ENSG00000261774	-	-	
ENSG00000261775	-	-	
ENSG00000261776	-	-	
ENSG00000261777	DDX19A-DT	-	
ENSG00000261778	-	-	
ENSG00000261779	-	-	
ENSG00000261780	LINC02582	-	
ENSG00000261781	LINC01654	-	
ENSG00000261782	-	-	
ENSG00000261783	-	-	
ENSG00000261786	-	-	
ENSG00000261787	TCF24	bHLHa25; TCF-24	
ENSG00000261788	-	-	
ENSG00000261789	-	-	
ENSG00000261790	-	-	
ENSG00000261792	-	-	
ENSG00000261793	-	-	
ENSG00000261794	GOLGA8H	GOLGA6L11	
ENSG00000261795	-	-	
ENSG00000261796	ISY1-RAB43	ISY1	
ENSG00000261797	-	-	
ENSG00000261798	LOC101929536	-	
ENSG00000261799	-	-	
ENSG00000261800	-	-	
ENSG00000261801	LOXL1-AS1	-	
ENSG00000261802	-	-	
ENSG00000261803	-	-	
ENSG00000261804	-	-	
ENSG00000261807	LINC02141	-	
ENSG00000261809	-	-	
ENSG00000261810	-	-	
ENSG00000261811	-	-	
ENSG00000261812	-	-	
ENSG00000261813	-	-	
ENSG00000261815	-	-	
ENSG00000261816	-	-	
ENSG00000261817	-	-	
ENSG00000261818	-	-	
ENSG00000261819	-	-	
ENSG00000261820	-	-	
ENSG00000261821	-	-	
ENSG00000261822	-	-	
ENSG00000261823	-	-	
ENSG00000261824	LINC00662	-	
ENSG00000261826	-	-	
ENSG00000261827	-	-	
ENSG00000261829	-	-	
ENSG00000261831	-	-	
ENSG00000261832	-	-	
ENSG00000261833	-	-	
ENSG00000261834	-	-	
ENSG00000261835	-	-	
ENSG00000261836	-	-	
ENSG00000261837	-	-	
ENSG00000261838	-	-	
ENSG00000261839	-	-	
ENSG00000261840	LOC730183	-	
ENSG00000261841	-	-	
ENSG00000261842	-	-	
ENSG00000261845	-	-	
ENSG00000261848	LOC100288728	-	
ENSG00000261856	LINC02186	-	
ENSG00000261857	MIA	CD-RAP	
ENSG00000261863	LINC01996	-	
ENSG00000261864	-	-	
ENSG00000261866	-	-	
ENSG00000261868	-	-	
ENSG00000261872	-	-	
ENSG00000261873	-	-	
ENSG00000261879	ZNF594-DT	-	
ENSG00000261882	-	-	
ENSG00000261884	-	-	
ENSG00000261886	-	-	
ENSG00000261888	-	-	
ENSG00000261889	-	-	
ENSG00000261898	-	-	
ENSG00000261904	-	-	
ENSG00000261915	-	-	
ENSG00000261916	-	-	
ENSG00000261924	LOC400627	-	
ENSG00000261925	-	-	
ENSG00000261934	PCDHGA9	PCDH-GAMMA-A9	
ENSG00000261938	-	-	
ENSG00000261939	-	-	
ENSG00000261949	GFY	Goofy	
ENSG00000261959	-	-	
ENSG00000261962	-	-	
ENSG00000261963	-	-	
ENSG00000261965	-	-	
ENSG00000261970	-	-	
ENSG00000261971	-	-	
ENSG00000261976	-	-	
ENSG00000261978	-	-	
ENSG00000261987	-	-	
ENSG00000261996	-	-	
ENSG00000261997	-	-	
ENSG00000262000	-	-	
ENSG00000262001	-	-	
ENSG00000262003	LOC101927727	-	
ENSG00000262006	-	-	
ENSG00000262008	-	-	
ENSG00000262011	-	-	
ENSG00000262020	-	-	
ENSG00000262026	-	-	
ENSG00000262031	-	-	
ENSG00000262038	-	-	
ENSG00000262039	-	-	
ENSG00000262048	-	-	
ENSG00000262049	-	-	
ENSG00000262050	LOC105371592	-	
ENSG00000262052	-	-	
ENSG00000262061	-	-	
ENSG00000262067	-	-	
ENSG00000262074	-	-	
ENSG00000262079	-	-	
ENSG00000262081	-	-	
ENSG00000262085	-	-	
ENSG00000262089	-	-	
ENSG00000262090	-	-	
ENSG00000262094	-	-	
ENSG00000262095	-	-	
ENSG00000262096	-	-	
ENSG00000262097	-	-	
ENSG00000262098	-	-	
ENSG00000262099	DHX33-DT	-	
ENSG00000262106	-	-	
ENSG00000262107	-	-	
ENSG00000262112	-	-	
ENSG00000262115	-	-	
ENSG00000262116	-	-	
ENSG00000262117	BCAR4	-	
ENSG00000262118	-	-	
ENSG00000262119	-	-	
ENSG00000262120	-	-	
ENSG00000262133	-	-	
ENSG00000262135	-	-	
ENSG00000262136	-	-	
ENSG00000262140	-	-	
ENSG00000262141	-	-	
ENSG00000262147	-	-	
ENSG00000262151	-	-	
ENSG00000262152	-	-	
ENSG00000262154	-	-	
ENSG00000262155	LINC02175	-	
ENSG00000262158	-	-	
ENSG00000262160	-	-	
ENSG00000262165	-	-	
ENSG00000262171	-	-	
ENSG00000262172	-	-	
ENSG00000262179	MYMX	MINION; hMINION	
ENSG00000262180	-	-	
ENSG00000262181	-	-	
ENSG00000262185	LINC02861	-	
ENSG00000262187	-	-	
ENSG00000262188	LINC01978	-	
ENSG00000262194	-	-	
ENSG00000262198	-	-	
ENSG00000262202	-	-	
ENSG00000262209	PCDHGB3	PCDH-GAMMA-B3	
ENSG00000262211	-	-	
ENSG00000262213	-	-	
ENSG00000262222	-	-	
ENSG00000262223	-	-	
ENSG00000262227	-	-	
ENSG00000262228	-	-	
ENSG00000262231	-	-	
ENSG00000262235	-	-	
ENSG00000262246	CORO7	0610011B16Rik; CRN7; POD1	
ENSG00000262248	-	-	
ENSG00000262251	-	-	
ENSG00000262259	-	-	
ENSG00000262262	-	-	
ENSG00000262265	-	-	
ENSG00000262267	-	-	
ENSG00000262271	-	-	
ENSG00000262292	-	-	
ENSG00000262294	-	-	
ENSG00000262296	-	-	
ENSG00000262298	-	-	
ENSG00000262302	-	-	
ENSG00000262304	-	-	
ENSG00000262312	-	-	
ENSG00000262313	-	-	
ENSG00000262316	-	-	
ENSG00000262319	-	-	
ENSG00000262322	-	-	
ENSG00000262332	-	-	
ENSG00000262333	-	-	
ENSG00000262339	-	-	
ENSG00000262343	-	-	
ENSG00000262352	-	-	
ENSG00000262358	-	-	
ENSG00000262362	-	-	
ENSG00000262366	-	-	
ENSG00000262370	-	-	
ENSG00000262372	-	-	
ENSG00000262380	-	-	
ENSG00000262381	-	-	
ENSG00000262384	-	-	
ENSG00000262395	-	-	
ENSG00000262400	-	-	
ENSG00000262402	-	-	
ENSG00000262408	-	-	
ENSG00000262410	-	-	
ENSG00000262412	-	-	
ENSG00000262413	-	-	
ENSG00000262420	-	-	
ENSG00000262429	-	-	
ENSG00000262434	-	-	
ENSG00000262445	-	-	
ENSG00000262454	-	-	
ENSG00000262456	-	-	
ENSG00000262468	-	-	
ENSG00000262470	-	-	
ENSG00000262471	-	-	
ENSG00000262477	-	-	
ENSG00000262480	-	-	
ENSG00000262481	-	-	
ENSG00000262482	-	-	
ENSG00000262484	CCER2	-	
ENSG00000262488	-	-	
ENSG00000262492	-	-	
ENSG00000262495	-	-	
ENSG00000262497	-	-	
ENSG00000262500	-	-	
ENSG00000262503	-	-	
ENSG00000262514	-	-	
ENSG00000262516	-	-	
ENSG00000262518	-	-	
ENSG00000262519	-	-	
ENSG00000262521	-	-	
ENSG00000262526	-	-	
ENSG00000262528	-	-	
ENSG00000262529	-	-	
ENSG00000262533	-	-	
ENSG00000262539	-	-	
ENSG00000262543	SMIM28	-	
ENSG00000262554	-	-	
ENSG00000262558	-	-	
ENSG00000262560	-	-	
ENSG00000262561	-	-	
ENSG00000262566	-	-	
ENSG00000262576	PCDHGA4	PCDH-GAMMA-A4	
ENSG00000262580	-	-	
ENSG00000262583	-	-	
ENSG00000262585	LINC01979	-	
ENSG00000262587	LOC554206	-	
ENSG00000262601	-	-	
ENSG00000262609	-	-	
ENSG00000262619	-	-	
ENSG00000262621	-	-	
ENSG00000262623	-	-	
ENSG00000262624	-	-	
ENSG00000262628	OR1D5; OR1D4	OR1D4; C17orf2; OR17-2; OR17-30; OR17-31	
ENSG00000262633	-	-	
ENSG00000262636	-	-	
ENSG00000262651	-	-	
ENSG00000262652	-	-	
ENSG00000262660	-	-	
ENSG00000262662	-	-	
ENSG00000262663	-	-	
ENSG00000262664	OVCA2	-	
ENSG00000262668	OR1F1	OR16-36; OR1F13P; ORL1023; OR16-88; OR1F6; OR1F8; OR1F9; OLFMF; OR1F4; OR1F7; OR16-89; OR1F5; OR16-90; OR1F10; OR3-145; OR16-37	
ENSG00000262670	-	-	
ENSG00000262678	-	-	
ENSG00000262681	-	-	
ENSG00000262686	GLIS2-AS1	-	
ENSG00000262691	-	-	
ENSG00000262692	-	-	
ENSG00000262693	-	-	
ENSG00000262700	-	-	
ENSG00000262703	-	-	
ENSG00000262708	-	-	
ENSG00000262712	-	-	
ENSG00000262714	-	-	
ENSG00000262721	-	-	
ENSG00000262728	-	-	
ENSG00000262730	-	-	
ENSG00000262732	-	-	
ENSG00000262745	-	-	
ENSG00000262756	-	-	
ENSG00000262758	-	-	
ENSG00000262759	-	-	
ENSG00000262766	-	-	
ENSG00000262768	-	-	
ENSG00000262769	-	-	
ENSG00000262772	-	-	
ENSG00000262777	-	-	
ENSG00000262786	-	-	
ENSG00000262791	-	-	
ENSG00000262801	-	-	
ENSG00000262803	-	-	
ENSG00000262810	-	-	
ENSG00000262814	MRPL12	L12mt; RPML12; MRPL7/L12; 5c5-2; MRPL7; MRP-L31/34	
ENSG00000262815	-	-	
ENSG00000262818	-	-	
ENSG00000262823	-	-	
ENSG00000262828	-	-	
ENSG00000262831	-	-	
ENSG00000262833	LOC101928855	-	
ENSG00000262837	-	-	
ENSG00000262848	-	-	
ENSG00000262855	-	-	
ENSG00000262869	-	-	
