Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
9decb422-2c34-4d7a-bb06-9f7ecfc893e1,0.0197224251339997,0.0870996295438257,0,0,0.0066603445281605,0.160491614428421,0,0.0514556627172215,0.03251068348933,0,0.00922658995206079,0.0418252834702853,0.0377930934813633,0.246317888363759,0.00128573921536197,0.150759268800933,0,0.126416797963559,0,0.0541317638961613,0.00375132414495728,0,0,0.687787719129441,0.766180695323002,1.0294481091294
5b527fb2-9de2-419a-9f62-989333449f6c,0.127181103809461,0,0.0344926401611867,0.196627584966305,0.0477814714963888,0.006943826872962,0.0244377977354132,0.0592460639384712,0,0.00874105256017514,0.0433092375466127,0,0,0.476391187855472,0.15452651947077,0.198275262725498,0,0,0.012556387627941,0.00984120166155212,0,0,0,0.60933042866063,0.799689872492824,1.40035133842821
4cd84adb-81dd-484f-bd75-4ded4b0bef82,0,0.0700341422851632,0.0264385092820387,0.0286845444668529,0.0141283636388407,0.0844569720238212,0.120411196928329,0,0,0,0.0460764380873788,0,0.00732033033336958,0.441792822060682,0.0179050643278884,0.120532512625871,0,0.0914620717304651,0.0360097514452456,0,0.0164435312605441,0,0,0.230133585444263,1.00837226350829,1.12169625049649
5e2d5c52-596f-49bc-967c-42129abbacbf,0.0331637826847617,0.0643664240364071,0.0303626668548788,0.0200333905645242,0.0138615859769241,0.108511989574208,0,0.0269302055189424,0.0279823932538985,0.0157203091026183,0,0.0430500525338783,0.0149818556143531,0.0176021122712457,0.0202174010708178,0.620814028856449,0.0218348252090623,0,0.175748033589976,0.0110579241741796,0.000897117503528572,0.0077908212392123,0,0.129524304490202,1.03619395202459,1.27492691962987
8631ada8-2cda-42f7-927e-76a24efa128d,0.026628215685065,0.0400468210025279,0.0298841302357226,0.0160977232782171,0,0.0649036637104428,0.0277409731239489,0.0523531240373847,0,0.00819872886476194,0.0571742253746061,0,0.00204095709907712,0.151802778981438,0.00164537971920979,0.22141780147481,0.00710279104293523,0.0227344611191359,0.125752315777693,0,0,0,0,0.473442073092424,0.883010209255948,0.855524090526975
8999059b-74b5-4388-afdb-457c9fd24421,0.0354392525894966,0.0355919058115602,0.0018534473985586,0.00591056017468396,0,0.0305997593855015,0.00427001717501096,0.0377369478526264,0.0174556774311871,0.0109671882316207,0.0272985968104073,0,0.00707549155242308,0.122190955647958,0.0139420604543692,0.072838535077,0,0.00896301979218118,0.0111129724159793,0.0117416660672423,0.0110952817000733,0.00552373037668613,0,0.70341673890495,0.756944424696091,0.471607065944566
a79dd5b2-f97a-4b24-b762-fea1cd5238fe,0.061223557240417,0,0.234693873268045,0.0413829628582345,0,0.081214120965764,0.0346381295105655,0.0567694176444794,0,0,0.0349636362103449,0,0.024545580318671,0.171549812691215,0.0161803040129303,0.0933377190130873,0,0,0.0213410586588237,0,0,0,0,0.602046499312522,0.80418921426678,0.871840172392577
2e125727-43f2-4a9d-8aa7-5d501240c883,0.399035675794665,0,1.12225225050282,0.440270200816311,0,0.591336009613967,0.287958624528954,0.409755515943362,0.038731008856477,0,0.241826974764147,0,0.0415272459726568,0.133715647649416,0.234578074875766,0.52119066332912,0.0617598224728189,0.0766211668479591,0.0627368053733399,0,0.013621198391581,0.0554035150402742,0,0.460150031015256,0.887249531597658,4.73232040077364
2bb0e784-10fc-4978-b5f3-bfc197438175,0.103753824772611,0.0821509709139175,0.388467075610487,0.0506012074873819,0,0.0668401610615581,0.0929225555398924,0.13726660650846,0.00483893406687094,0,0,0.0165898645637594,0.00421690447177281,0.199093660426148,0.0564749900850578,0.186191088788201,0,0.0535591142672976,0.038730164253571,0.0249885640632137,0.000477097411025762,0.0145207394949911,0,0.533867848280651,0.845641237319769,1.52168352378622
9030ac3f-19d2-4173-9025-87726923621d,0.174317479128064,0,0.0925605790744322,0.204200667593035,0,0.214442523870656,0,0.12967347526305,0.0308690128577357,0,0.0027512065269507,0.0963752135141097,0.0599374741553944,0.0519052041057914,0.0793510044929025,0.280040362628281,0.100663538652809,0.061131855527319,0.0576449618869056,0,0.00657565612652044,0.000799443231402974,0,0.335644947438625,0.943551054707312,1.64323965863536
59ad0679-53de-4370-86ac-e3a9605f6997,0.140687795945235,0.506005304286958,0.556481892209501,0.605541016167027,0.089808220675603,0,0.172079164586448,0.398045897437186,0.154933294817987,0,0.248730004306985,0.00566934551796679,0.390718634157622,0.533817578257904,0.169957852949089,0.419583188761134,0.0105232549659284,0.121821782435929,0.0428778529282433,0.00992768946571578,0.042102289770615,0,0,0.425090695623131,0.904290984111026,4.61931205964308
