"cell_type","X3df0cb8f.4559.40ce.bcf4.4b038929fb4e","X9efb4d56.8ada.4280.bb76.b5746e4335b8","X3d3453a8.9260.4bd0.a4e6.a21feabc750c","X8a082588.a4f5.4cf4.8a61.fb1a13582026","X9121500e.1757.4024.963b.2d875e66932f","X382d9830.4cd6.4c06.9c87.9a83dd01e25c","X1109f6d7.0ed1.4be3.aa63.71e7da82d57e","aaa54a0c.f437.4e0e.ae39.977bebd517bf","X91714b41.6550.4638.bc95.bd9bd8163f37","X04a48065.ea14.4c82.82df.b7784d70193a","d06d5373.6a1b.474c.9279.10fcb29f59ba","a39ba4b3.40c6.479c.9407.01616194b057","X9decb422.2c34.4d7a.bb06.9f7ecfc893e1","X5b527fb2.9de2.419a.9f62.989333449f6c","X4cd84adb.81dd.484f.bd75.4ded4b0bef82","X5e2d5c52.596f.49bc.967c.42129abbacbf","X8631ada8.2cda.42f7.927e.76a24efa128d","X8999059b.74b5.4388.afdb.457c9fd24421","a79dd5b2.f97a.4b24.b762.fea1cd5238fe","X2e125727.43f2.4a9d.8aa7.5d501240c883","X2bb0e784.10fc.4978.b5f3.bfc197438175","X9030ac3f.19d2.4173.9025.87726923621d","X59ad0679.53de.4370.86ac.e3a9605f6997","X68f89489.0460.4e20.b878.7c432907bafc","X994570f9.404b.471c.a5c3.78e59480dd44","X5324e01d.69f5.4979.903b.7644f3236ee0","cb75fb62.e6e9.4763.a97c.1a2b919adc5a","d4e6dc5c.510c.4431.935a.62105b691699","X6fd76033.7c26.440c.beca.144bd18f7d58","b6e47b05.afe9.41b5.b040.7fbcc62d4720","X905f2f5b.4bf9.449c.a070.5d2cce702e29","e2a25905.7c92.4e43.81c0.d09268014334","X0915dde6.5839.4705.8d9b.b01a6450feb6","X46c4652a.ac2b.41db.a17d.02625822027f","X1ca20860.4a2e.4d34.a479.5b56facc2c0a","X1463039d.7953.4216.9e8b.97f681332eff","X9905b104.db34.4cc2.a6b9.bf3fcd21c9cd","X020873c7.93d7.4eea.b25f.60663417d9bb","X08eca7af.fea6.4691.99d9.ec626d5bb4fa","d7877cdd.a69b.4d4c.bb62.d279e18dbf88","X6070db25.079c.4bfa.889d.e4e447ceea70","ab75bca7.5635.4839.a178.120a02ef575f","ef9c0189.9d4c.425c.8c21.7739fac91ee9","X03ccc0be.5e48.4577.a4b3.4cd754c917e2","X8d6e5037.8602.4a3f.a580.3f319aeeec8b","X0eecc108.eaa0.4723.8342.ddc7f91710f9","X5d84f068.72eb.44aa.ad9d.6f8eaa4a8a32","X108e4f62.aa05.4297.9bc2.2fb82d687349","X62a348d2.e7fd.48d0.9622.8b485da5e327","a03bda91.0936.4c67.9508.4903f84c980f","X00f70d11.3b58.4517.82ec.258cced34a60","X9ac00677.9ba1.4ee9.bf02.ecb04533f45d","c3916163.fdc5.4048.9ac4.bf3de91091ce","X117a3e8a.4568.44a6.baee.9a5ab002042d","X305bf2f6.8d2a.47af.8bc3.17460178a66c","X6588314e.69e9.44dc.b7d0.0966c1833608","X44047435.3e87.473a.9231.b61fb0d5045b","X55fee8d3.acd5.4366.ac30.c66225debe4d","X5643f725.6510.4fb3.9faa.44b3124a9ad6","fa75cad0.cab6.464d.8fee.147706c3b6e9","X29f2019d.5a69.497e.a7ff.73dd35fcaa01","X52bc932e.fe9b.49ff.8584.2f92e61d5871","f9e194a1.e5c1.4a1a.840b.4e0246640d09","X0a770cd6.c9b1.4cc4.9e31.1f8a820c5c1f","X4637f6a3.9e07.4ac4.be5a.c893a27c8fe2","cc684aee.6d8a.4074.8474.1c4a48dbc8c7","d63ffcfc.a31f.4281.ad8d.2fee7439abe4","X3387cf11.ce22.4151.869d.47dd9166fcd3","X44daefc1.eb50.4fad.98db.7724c1e2c201","a0a07f44.c51b.420c.92e8.65f464db0442","c392b91b.1f08.4e33.9ab7.42ec0fce3b92","X417cb3fa.2125.42ce.a638.51952c81dc2b","X95598eda.ba98.4c1d.951b.131e149989e1","X4d845308.2bea.47bd.bf18.e0b3ebcb81a4","X67d1ea12.766f.4eb9.af7e.4545975b076c","X91a45dff.d6c6.4a30.b79d.475dad0a609e","d7814767.c4ec.43ce.9cb2.646941b2870c","X71b6caef.331d.4331.a42b.4f83dca777d5","d08b9d87.7327.4d2c.8b10.8a3973b99209","ae15cbbe.2658.4d9a.ace3.4609df63f512","X76376038.5810.476b.831f.9bb938941243","X8782807a.e8ee.4469.afee.966224f6fdd4","f53c3d33.7501.46e1.8125.56fb73083b65","X3e751a3d.573e.42e1.a361.6303669fb7eb","X45c2cef7.58b5.4e76.abf6.8b88088c6c82","f5a438d5.ca2b.4d44.8768.97f59f5f27b4"
"B cell",0.00211072840751415,0.0092877488200966,0.0109602586539002,0.0144816056102038,0.0199790613720075,0.0157160068453579,0.0131501372794578,0.00736121343040732,0.00869344221519782,0.0140163299721751,0.0169888055425301,0.0094490089618931,0.0147972282196798,0.0113676755764802,0.00343671032448069,0.0152682948545787,0.0179213468112065,0.00617237017327248,0.00562842540709453,0.0180287129082622,0.0275236884953206,0.0225828827273987,0.0395630586992731,0.00774423482245676,0.00984891787598493,0.0166326420131599,0.00885527463135281,0.036170106787962,0.0154571702018559,0.0236568469441448,0,0.0213424424394236,0.0331827749239765,0.0130228312355084,0.00387861612342853,0.0131941823586373,0.00831227471106002,0.0681471473474043,0.0070135935161126,0.0213372821606002,0.00962042003591546,0.0137220142164734,0.00773255935737008,0.0128334671710174,0.0279902125523327,0.0451438617934647,0.00570325256422781,0.0168998634061658,0.0185925210767306,0.000310967632955774,0.00788008211132095,0.0181827672811388,0.0100379092227656,0.0239487873041008,0.0177754174698827,0.011982535237841,0.014593008968779,0.017226397588019,0.021191034147013,0.00974745415400174,0.018994061933773,0.00627142436425655,0.0238082962203799,0.00920243375261524,0.00225051817527326,0.0376854110254163,0.0117325435571653,0.0144951112419031,0.0100878885965491,0.0220441183382793,0.0102564241812165,0.00732931823452203,0.00513675358711209,0.00805447789495109,0.0100451400683538,0.00608223890873499,0.00612205367293237,0.0158158248364446,0.0133275678295043,0.011859050676404,0.0131650662921545,0.00513539919695546,0.00743315661875981,0.00472152418817169,0.00783498427252526,0.019831851451306
"T cell CD4+",0.00633950284805295,0.0341787125907487,0.0409035141407492,0.00913153414109639,0.00900564380629021,0.0623939125152626,0.0471267123322712,0.00719023651950011,0.00605234605462027,0.0600445036052673,0.0175523592131554,0.00835543472582849,0.0257283178848519,0.0190979522671729,0.00386973320390569,0.024487547847478,0.0237811871469979,0.00669077460141215,0.0136335033247402,0.0139986473702756,0.0169909679808054,0.0994890259888149,0.0245359514258688,0.0268033514951567,0.0360877717736591,0.133310892099786,0.0360676537537079,0.0355685449662443,0.0253651821916529,0.0467137493354811,0.0190574074452975,0.0141563261168717,0.0471864921113453,0.0100033564703454,0.0165031415856739,0.0039694941128848,0.0187155554205872,0.0760272480745485,0.00854899665586114,0.023552882562401,0.0485162541671736,0.046546234270429,0.0214864654999922,0.0459371987616232,0.0107451034994335,0.0763205197179422,0.0136456172649895,0.0717938135303506,0.0301616250583433,0.0343672128519529,0.00128854403411923,0.0592963756285494,0.0480201793001712,0.0410791811597012,0.0209809010129361,0.0260243124643805,0.0971738808778977,0.0487068883515472,0.0854743638227748,0.0473482086958233,0.0180588304490512,0.00209928016970581,0.108405931112891,0.0560829128480676,0.00259017141574191,0.0394072635365288,0.0552480750411965,0.00707232048645016,0.00534621041639438,0.0815298945858941,0.00408425720839237,0.00424192944908741,0.0221707126250814,0.0274216286643341,0.0185270878261175,0.0471795284137831,0.0271615821846184,0.0797460331697545,0.0456320253546969,0.0579558479851383,0.0372930157827767,0.00854931460698524,0.0338436544607542,0.00898206478505318,0.0125721628023642,0.0214386952433342
"T cell CD8+",0.00123029870509772,0.00858421571445966,0.0037591396412049,0.0167084412133698,0.0135572852605273,0,0,0.035488156067518,0.0159162423127378,0.0183705339065089,0.00154979781220436,0.000467180378382616,0.000828627294923877,0.0099834946442785,0,0.000834841897963246,0,0,0,0.00678676310817557,0.00129403012167456,0.00336668955093625,0.0305944173822039,0.000127244383347514,0.0105344174661572,0.000799043795610179,0.00335557885294028,0.00120015489679101,0.000672002256199406,0.00333947530874927,0,0,0.00888994836869596,0.0127472485621278,0.0206023640258526,0.0376987784152304,0.00155275367416956,0.106650350784392,0.00555720022047711,0.000223940716639719,0.0026924709304346,0.00259458069604147,0.00366405544314209,4.95794607074189e-05,0.00541963429408035,0.0240279483977995,0.00247261030577204,0.00329410282263698,0.000154726722649631,0,0.0270023072699364,0.00164574163924168,0.00772917380986906,0.00122591900583526,0.0020406021146205,0.00579437491736771,0.00113902160147309,0.0047375390125339,0.00457107899130788,0.00103841854672691,0.000997755224767753,0,0.00278357639525963,0.0131524980916994,0,0.0166206483160819,0.00370692129335964,0.00938282240739246,0.00752113427288293,0.00074574814317744,0.00775317679160443,0.00176228989945889,0,0,0,0.00520810769537213,0,0,0.00365328396077213,0.00183810688745509,0.00486066730709601,0.000484878519465124,0.00149990975545786,0.00194706610755422,0,0.0217352163681434
"T cell",0.00756980155315067,0.0427629283052083,0.0446626537819541,0.0258399753544662,0.0225629290668175,0.0623939125152626,0.0471267123322712,0.0426783925870181,0.0219685883673581,0.0784150375117762,0.0191021570253598,0.00882261510421111,0.0265569451797758,0.0290814469114514,0.00386973320390569,0.0253223897454412,0.0237811871469979,0.00669077460141215,0.0136335033247402,0.0207854104784512,0.01828499810248,0.102855715539751,0.0551303688080727,0.0269305958785043,0.0466221892398163,0.134109935895396,0.0394232326066482,0.0367686998630353,0.0260371844478523,0.0500532246442304,0.0190574074452975,0.0141563261168717,0.0560764404800413,0.0227506050324732,0.0371055056115265,0.0416682725281152,0.0202683090947568,0.18267759885894,0.0141061968763382,0.0237768232790407,0.0512087250976082,0.0491408149664705,0.0251505209431343,0.0459867782223306,0.0161647377935139,0.100348468115742,0.0161182275707616,0.0750879163529876,0.030316351780993,0.0343672128519529,0.0282908513040556,0.0609421172677911,0.0557493531100403,0.0423051001655365,0.0230215031275566,0.0318186873817482,0.0983129024793708,0.0534444273640811,0.0900454428140827,0.0483866272425502,0.0190565856738189,0.00209928016970581,0.111189507508151,0.069235410939767,0.00259017141574191,0.0560279118526107,0.0589549963345561,0.0164551428938426,0.0128673446892773,0.0822756427290715,0.0118374339999968,0.0060042193485463,0.0221707126250814,0.0274216286643341,0.0185270878261175,0.0523876361091552,0.0271615821846184,0.0797460331697545,0.0492853093154691,0.0597939548725934,0.0421536830898727,0.00903419312645037,0.0353435642162121,0.0109291308926074,0.0125721628023642,0.0431739116114776
"NK cell",0.0161519776241668,0.0093111351850667,0.00448448396678273,0.00989789378941192,0.0152101670170761,0.00755582626828111,0.00700210385348727,0.00232959782931408,0.00205221824817395,0.00933008661802466,0.00482266147038047,0.00325335227130777,0.0107044158838304,0.0074593284635464,0.00882933728160912,0.0147558110310605,0.0338287613942059,0.0052984354816671,0.00890297756261794,0.0101101390374258,0.00472288814274578,0.0115354539356415,0.0201067387402321,0.00824816247535283,0.0187598796139136,0,0.00348035516085945,0.0306181553587551,0.0151248497153487,0.00560148445711172,0.0169492545883628,0.00624587845919496,0.011990467196832,0.00378006784959915,0.0139412184736224,0.00977438907147112,0.0114950579786375,0.0101159162265456,0.00907539663963781,0.00235107638376696,0.0122755783018624,0.0262701737314676,0.00985732550314104,0.0124018785197634,0.0144810237555422,0.00713478222525254,0.0156107810869785,0.00247085057742434,0.00450410668606818,0.00487882376016514,0.000319329588075563,0.0138602785748205,0.0036655973971367,0.0140942161983964,0.005498943586655,0.00780954388623002,0.0032878179990142,0.0094282411358054,0.00680956704157146,0.00863145150344835,0.0160326030153831,0.0223957237022707,0.000575209310054353,0.0201593694105814,0.00256008771546808,0.0159715257080098,0.00373814134030586,0.00789836996391386,0.00957808189162673,0.017137881922387,0.00688241343866688,0.00180601478627203,0.00922493586076078,0.0051141011304563,0,0.00296192630904526,0.00849507402838664,0.00451124429872309,0.00193139269677266,0.0199092074266425,0.013154605204811,0.0148223642126776,0.0108268995079101,0.0128384483524343,0.0116711506827628,0.0139565947505924
"Macrophage",0.0896974512441149,0.0201767099672506,0.0440826517900367,0.17234212541344,0.0527997624403622,0.0423345962864665,0.0312354922696927,0.0228055004536086,0.0544953350792851,0.0844813465266785,0.0285174237176366,0.0583946183115754,0.0766513056485893,0.0294348757908255,0.020958440790275,0.0780601921478887,0.0964442580120604,0.0249589070020097,0.0212983940792563,0.0267879551099553,0.0599685887862376,0.0740647054746794,0.0585553665705721,0.0415210397670352,0.0278499890562662,0.0728576085229365,0.0484537162348187,0.15154885425692,0.0604170071802155,0.0167918474777706,0.0316942203703122,0.0218882292351568,0.114389881094778,0.0619422075673352,0.283671172094721,0.0426202118971624,0.0847878396929801,0.0499599678217242,0.0488467672449042,0.060576750510494,0.0568486783263729,0.0391814482678738,0.0685862117027697,0.0393229823137849,0.0235621012901079,0.0460627720507871,0.0193413159039756,0.0474414231314652,0.0410324117542269,0.0414693667080713,0.00873967523134789,0.0297050923247332,0.0625606235038575,0.0785807497493,0.0479942534592755,0.0578937726810343,0.0477972409734545,0.0292728138699343,0.0568660572969751,0.0450942854334836,0.0481189641986165,0.0594354522191068,0.0720948508968997,0.0477881226000922,0.0080265678408731,0.0810663747955948,0.0564239805637231,0.0537205768395894,0.0145603056336369,0.0713428450144713,0.0174222847577097,0.00650392909173149,0.0404234758842184,0.0568792502334651,0.0390270581634538,0.0671243857370967,0.0743190189217443,0.0206840704378377,0.0722000296225,0.0491130932675975,0.0383129756654565,0.0533611505167105,0.212503290063289,0.0870803675875349,0.0700984079033783,0.0789479024789348
"Neutrophil",0.0556799877912204,0.0305672550838671,0.0255037616885049,0.0582395492530492,0.0114320612594604,0.0185254185259886,0.0365915298283604,0.0341149770645707,0.0524260768615601,0.0522716932870794,0.0122378968255033,0.0960725694168454,0.0590160468055273,0.0652980083855447,0.0578936866330533,0,0.0489098174451683,0.0295090170677133,0.0163351481285862,0.0285985347301203,0.0502721690320926,0.0350243479814121,0.052355040098901,0.0442965277409175,0.00858002247060434,0.0362240350170443,0.0466539136699625,0.088210536159901,0.0332248534435593,0.0180815837670438,0.00289012744603375,0.0299282969713662,0.0238790350632878,0.0443742798621412,0.295801734028289,0.0490017694597314,0.0468780420651635,0.0226441065809163,0.0727937114495965,0.0583223509351377,0.0940994825330887,0.0590026398121243,0.00994854758725771,0.0568967967215436,0.0220077313237482,0.038404444645007,0.0308981424142387,0.0187175879330913,0.0426515343077095,0.0497790408810987,0.0146708742285719,0.0263248778339635,0.0306392821647956,0.0672164524491576,0.0395364222992048,0.0305598225525715,0.028618370797023,0.0356110128086554,0.0506479917047595,0.0256043795225883,0.04273922194257,0.00498612992641755,0.027960396565216,0.0427232866179671,0.0238759415362751,0.0443881383540749,0.0316049262284171,0.0404193243340201,0.0219524974163378,0.0324785943439909,0.0291538428576149,0.196153194531811,0.0732677948001264,0.0620422572852748,0.00642619149686718,0.0570707469014507,0.047894365091842,0.0198692659813616,0.0387977364231522,0.0330944914660679,0.0156806545865288,0.0279642726575322,0.165784880492953,0.066817704429391,0.0368727265689084,0.0121278189851286
"Myeloid dendritic cell",0,0.0088362182309864,0,0,0,0.00220765334672674,0,0,0,0,0.000937655671178537,0,0,0.008235061987972,0,0,0,0,0.00486954175277276,0,0.0032880594324814,0,0,0.00398911889991097,0.00842258626324438,0,0.00464778531925494,0,0,0,0,0.00802500049018828,0,0,0,0,0,0,0,0,0,0,0.00492059286136379,8.6087672541766e-05,0,0.00170945529553349,0,0,0,0,0.00488395063257367,0.00578509202323783,0,0,0,0,0,0,0.00436254035947627,0.00227263357817798,0.00334433777863714,0.0204318687505871,0,0.000553903383808572,0,0,0,0,0,0,0.00249312470092809,0,0,0.00313737822337245,0.00985976751972559,0,0.000483979340410318,0.00262969395846817,0,0.0100821367920761,0,0,0,0,0,0.0155628677971801
