"cell_type","X3df0cb8f.4559.40ce.bcf4.4b038929fb4e","X9efb4d56.8ada.4280.bb76.b5746e4335b8","X3d3453a8.9260.4bd0.a4e6.a21feabc750c","X8a082588.a4f5.4cf4.8a61.fb1a13582026","X9121500e.1757.4024.963b.2d875e66932f","X382d9830.4cd6.4c06.9c87.9a83dd01e25c","X1109f6d7.0ed1.4be3.aa63.71e7da82d57e","aaa54a0c.f437.4e0e.ae39.977bebd517bf","X91714b41.6550.4638.bc95.bd9bd8163f37","X04a48065.ea14.4c82.82df.b7784d70193a","d06d5373.6a1b.474c.9279.10fcb29f59ba","a39ba4b3.40c6.479c.9407.01616194b057","X9decb422.2c34.4d7a.bb06.9f7ecfc893e1","X5b527fb2.9de2.419a.9f62.989333449f6c","X4cd84adb.81dd.484f.bd75.4ded4b0bef82","X5e2d5c52.596f.49bc.967c.42129abbacbf","X8631ada8.2cda.42f7.927e.76a24efa128d","X8999059b.74b5.4388.afdb.457c9fd24421","a79dd5b2.f97a.4b24.b762.fea1cd5238fe","X2e125727.43f2.4a9d.8aa7.5d501240c883","X2bb0e784.10fc.4978.b5f3.bfc197438175","X9030ac3f.19d2.4173.9025.87726923621d","X59ad0679.53de.4370.86ac.e3a9605f6997","X68f89489.0460.4e20.b878.7c432907bafc","X994570f9.404b.471c.a5c3.78e59480dd44","X5324e01d.69f5.4979.903b.7644f3236ee0","cb75fb62.e6e9.4763.a97c.1a2b919adc5a","d4e6dc5c.510c.4431.935a.62105b691699","X6fd76033.7c26.440c.beca.144bd18f7d58","b6e47b05.afe9.41b5.b040.7fbcc62d4720","X905f2f5b.4bf9.449c.a070.5d2cce702e29","e2a25905.7c92.4e43.81c0.d09268014334","X0915dde6.5839.4705.8d9b.b01a6450feb6","X46c4652a.ac2b.41db.a17d.02625822027f","X1ca20860.4a2e.4d34.a479.5b56facc2c0a","X1463039d.7953.4216.9e8b.97f681332eff","X9905b104.db34.4cc2.a6b9.bf3fcd21c9cd","X020873c7.93d7.4eea.b25f.60663417d9bb","X08eca7af.fea6.4691.99d9.ec626d5bb4fa","d7877cdd.a69b.4d4c.bb62.d279e18dbf88","X6070db25.079c.4bfa.889d.e4e447ceea70","ab75bca7.5635.4839.a178.120a02ef575f","ef9c0189.9d4c.425c.8c21.7739fac91ee9","X03ccc0be.5e48.4577.a4b3.4cd754c917e2","X8d6e5037.8602.4a3f.a580.3f319aeeec8b","X0eecc108.eaa0.4723.8342.ddc7f91710f9","X5d84f068.72eb.44aa.ad9d.6f8eaa4a8a32","X108e4f62.aa05.4297.9bc2.2fb82d687349","X62a348d2.e7fd.48d0.9622.8b485da5e327","a03bda91.0936.4c67.9508.4903f84c980f","X00f70d11.3b58.4517.82ec.258cced34a60","X9ac00677.9ba1.4ee9.bf02.ecb04533f45d","c3916163.fdc5.4048.9ac4.bf3de91091ce","X117a3e8a.4568.44a6.baee.9a5ab002042d","X305bf2f6.8d2a.47af.8bc3.17460178a66c","X6588314e.69e9.44dc.b7d0.0966c1833608","X44047435.3e87.473a.9231.b61fb0d5045b","X55fee8d3.acd5.4366.ac30.c66225debe4d","X5643f725.6510.4fb3.9faa.44b3124a9ad6","fa75cad0.cab6.464d.8fee.147706c3b6e9","X29f2019d.5a69.497e.a7ff.73dd35fcaa01","X52bc932e.fe9b.49ff.8584.2f92e61d5871","f9e194a1.e5c1.4a1a.840b.4e0246640d09","X0a770cd6.c9b1.4cc4.9e31.1f8a820c5c1f","X4637f6a3.9e07.4ac4.be5a.c893a27c8fe2","cc684aee.6d8a.4074.8474.1c4a48dbc8c7","d63ffcfc.a31f.4281.ad8d.2fee7439abe4","X3387cf11.ce22.4151.869d.47dd9166fcd3","X44daefc1.eb50.4fad.98db.7724c1e2c201","a0a07f44.c51b.420c.92e8.65f464db0442","c392b91b.1f08.4e33.9ab7.42ec0fce3b92","X417cb3fa.2125.42ce.a638.51952c81dc2b","X95598eda.ba98.4c1d.951b.131e149989e1","X4d845308.2bea.47bd.bf18.e0b3ebcb81a4","X67d1ea12.766f.4eb9.af7e.4545975b076c","X91a45dff.d6c6.4a30.b79d.475dad0a609e","d7814767.c4ec.43ce.9cb2.646941b2870c","X71b6caef.331d.4331.a42b.4f83dca777d5","d08b9d87.7327.4d2c.8b10.8a3973b99209","ae15cbbe.2658.4d9a.ace3.4609df63f512","X76376038.5810.476b.831f.9bb938941243","X8782807a.e8ee.4469.afee.966224f6fdd4","f53c3d33.7501.46e1.8125.56fb73083b65","X3e751a3d.573e.42e1.a361.6303669fb7eb","X45c2cef7.58b5.4e76.abf6.8b88088c6c82","f5a438d5.ca2b.4d44.8768.97f59f5f27b4"
"B cell",0.0620597481119578,0.0764749387043718,0.108891854396708,0.0881812699714809,0.094021907360653,0.091877028798712,0.0882847399052352,0.0960595641132763,0.0767006750842564,0.117611046087813,0.141074831108981,0.0483802334910798,0.0989991284081343,0.0722655661761735,0.0689686876133323,0.0972811902061584,0.128975248538931,0.0775937029160216,0.0973965080054595,0.106497499266102,0.0851939627305385,0.108164903677102,0.176037968291391,0.129045575877216,0.10513929563282,0.122808167508156,0.0941404471054548,0.0724865421057674,0.0969458718527636,0.101549992816502,0.148838028818223,0.142461905325795,0.0971751323530552,0.108089140688119,0.142233082261166,0.090685035735557,0.0987249691689836,0.135577763680403,0.0759992078397686,0.10115950145158,0.0878295038852168,0.0929728010268913,0.0749146101217433,0.107461399523233,0.0902352179863931,0.141841410648279,0.10040368696969,0.111024486720139,0.0993274123427039,0.066690708151132,0.108284231255075,0.0998965251610588,0.0858496351265012,0.0880628770289385,0.116213408794456,0.0896602117509057,0.0915927182628836,0.0742361649943497,0.130536168014646,0.0725512603891023,0.166732417877165,0.0933221721679918,0.0921779150089345,0.089910664729738,0.077149141332093,0.126431029584238,0.107133549834724,0.123729128286832,0.0826018409263294,0.149556382882185,0.0983563018644621,0.161545773827915,0.0849660630381896,0.1072894834511,0.122649385852604,0.0945068701658897,0.118276539006226,0.102735804787413,0.111425895859716,0.10572627160184,0.0542238562601589,0.0980836367122889,0.0920337383981488,0.0902586016833329,0.0798886836335359,0.142774506354892
"T cell CD4+",0.149559155061267,0.113362127122607,0.115318993738835,0.153145649302905,0.16042247860931,0.12013561697711,0.108101621910461,0.149981560545914,0.0946642085601938,0.145123138865888,0.155194887558732,0.140265782392939,0.116588072063858,0.138267086003783,0.0982415539480074,0.0999435025615242,0.0923077779890181,0.0992515811500103,0.0988768988001305,0.116889333229834,0.12286961110662,0.126547636628947,0.159040801358075,0.112438746577313,0.114597110549967,0.0989054209547599,0.0957361170701017,0.210914979655664,0.102048192616761,0.128247879468977,0.138784566545889,0.11271862490141,0.151214427238021,0.133310799746568,0.146498148172661,0.130451717618858,0.139164065057932,0.294551258881766,0.109096750133156,0.0904212800173266,0.125335452283895,0.122555728898246,0.107178121089583,0.112005928889261,0.14020240317288,0.177866521414805,0.103990047124362,0.11581300163169,0.0999192360485191,0.121712979515744,0.107341414071498,0.115264259453588,0.113657660149831,0.116582797469532,0.137928838499079,0.166710488349324,0.110591666911746,0.161930695033242,0.117598773552129,0.114104374753613,0.122456151843189,0.0955819315547493,0.120469798212609,0.124909815559718,0.0964200541874737,0.178211358266929,0.10130502960815,0.138102331244316,0.177761699225586,0.139653484790054,0.14363890173881,0.100044381478358,0.170408222524097,0.112224055215374,0.109582931204684,0.113181689213548,0.116893519315393,0.101469628698107,0.0942300280726449,0.128871566921179,0.102734043762976,0.0986197643099763,0.169815693482328,0.12119800518944,0.1262424135931,0.148828705226494
"T cell CD8+",0.178400048670439,0.219237854160154,0.190280617616185,0.160078841107583,0.109670178444645,0.184577790167708,0.204119677943959,0.171403614835189,0.220831895067315,0.186168467664611,0.110597750500309,0.204268253121742,0.20518688136378,0.190522602705222,0.194725299987779,0.199564878786208,0.217910837353459,0.189198203910024,0.197962900463595,0.222055628995558,0.171248468754208,0.234729533869977,0.195843806636117,0.212117598152619,0.197582085974882,0.23010917495526,0.248273836514528,0.206876984190026,0.205717285687632,0.214146511644411,0.219300213438443,0.197812622084189,0.235003476989091,0.116852717473975,0.127133520689046,0.193209118437289,0.161980506854189,0.225016546326918,0.205051496961663,0.193378298889235,0.205388052299971,0.211450370995312,0.203450742165036,0.203713166553184,0.17549985580808,0.186632303371776,0.183191557385701,0.210826302035202,0.234690333887547,0.221250282330946,0.179195872918814,0.209462260635623,0.214854602171382,0.23294059174347,0.173968826665178,0.150425749512784,0.208862400599973,0.171704269513646,0.24252645288036,0.202230840362639,0.251787371281124,0.215372280657205,0.233033463175743,0.180097726000675,0.188917973122389,0.164570888747492,0.230625428227117,0.191245296219562,0.137355575746973,0.236745088749682,0.15384160259648,0.212126983542114,0.161339197523064,0.233441604762704,0.179191496997428,0.208891319208205,0.234273638868603,0.226164796497742,0.224165638038502,0.245190996572742,0.265003577693022,0.203958526970594,0.174816605511925,0.174036675495611,0.192722310454232,0.221232098776717
"Neutrophil",0.104530999495482,0.103467394213179,0.114704026721798,0.126443387573176,0.107869271399667,0.111708150961564,0.10559670346555,0.118929999048428,0.119063944069921,0.108949919970928,0.107914893096594,0.13526083530023,0.128611202080366,0.117423030222273,0.122605392490322,0.11740857411589,0.117287897235008,0.115312401253879,0.110130222700328,0.110932376693835,0.118145102704215,0.113996530738027,0.0981104812357868,0.114899946474721,0.102581404066754,0.110477764494688,0.118048363884745,0.167514577807323,0.113682083849378,0.119660603314609,0.0919262630893231,0.0971712818530063,0.129784975462115,0.0761160847102647,0.176600365293362,0.125000011411189,0.11807685634486,0.121689105566474,0.13592265731844,0.116168179226044,0.116976717826572,0.11476855585422,0.11687934600186,0.115400481920153,0.107040668354686,0.113216185256724,0.106927237025732,0.122901601955892,0.123133514786465,0.131305199005879,0.111608122768188,0.112906144567582,0.111202655039279,0.129218531193872,0.117416194749167,0.113880331398541,0.123056641198555,0.116937239454456,0.1218332245072,0.115579562855972,0.100252072274927,0.122316085038605,0.118398667732309,0.107740535243453,0.118414402361849,0.122562733942538,0.123061018181566,0.0999807565687916,0.0988083247956603,0.0874495319913689,0.116014262984083,0.0943787056662215,0.122224947810386,0.120959672897603,0.116241042135222,0.113353761728917,0.105778940174501,0.103794389026095,0.119413611343204,0.112669731038367,0.117318492003731,0.113889002043671,0.115360120787326,0.142845905657564,0.125809338318831,0.117433831320154
"Macrophage",0.0297283947535397,0.0956398179461971,0.0211125823406663,0.0292853875794623,0,0.107494072979436,0.0916713841010269,0.0282515977066482,0,0.113520640238816,0,0.122087030238128,0.0680278177644775,0.0962820199591153,0.0344510903524648,0.0665256301696652,0.0626556158332956,0.0169883891677477,0.0321388413949933,0.0335355498563964,0.0353751371732884,0.0582730202775233,0.0406009097314123,0.0524858453700284,0.05622895400548,0.0436379881984852,0.129355108410063,0.0814644875112502,0.0703690670491816,0.0407377011814472,0.103738494368534,0.0532087707564954,0.136612058093761,0,0.0462851558740379,0.0671280723992412,0.0845096000915463,0.0355147120583097,0.0678215527450807,0.129962738333184,0.0684326467356187,0.0674798238309854,0.066762315508928,0.0720391770475395,0.073391764774593,0.0515529574520862,0.0411949175352183,0.0525124816338089,0.088439830526888,0.0650792316731151,0.0217517359007776,0.063426875558333,0.0596928690444881,0.0776730571634472,0.0787159668432399,0.0555311026853253,0.0837627132036597,0.0769431835292839,0.130441499733485,0.111437199454284,0.0995650078910762,0.0731852762013921,0.142737088371214,0.069785371875692,0.0196917933154583,0.0344440051639711,0.0580190397096943,0.0784504348046787,0.0137980326588629,0.096286869848992,0,0.0573592848844966,0.0993624170302108,0.0905264274335695,0.0171614017145437,0.0531493293881692,0.0987799091466009,0.0463651322856226,0.0819009330201245,0.0555622497569912,0.0617527073006177,0.0823120082286828,0.0867096836224974,0.0211397012929605,0.0719048077376906,0.104680568290825
"Myeloid dendritic cell",0.477669646569937,0.486913495302198,0.50678042911944,0.548848864914987,0.600678166479498,0.465302974732804,0.446096604462096,0.511657045484665,0.52817737000559,0.449304447399561,0.515337224250867,0.495256410825634,0.513375098260736,0.521219079975043,0.519989079861284,0.434378566336026,0.442499312701689,0.410698226185968,0.435397322739512,0.496310758636222,0.545310216771593,0.486956715914737,0.614976234167566,0.445545752414461,0.461678130667133,0.46840695230272,0.508346713283739,0.613748176194735,0.430986361238878,0.46183296303996,0.426458250469785,0.466809446044755,0.462745872735685,0.755770224172434,0.707918313541617,0.458058441746129,0.560929468828412,0.528558733168433,0.484879683377605,0.427887410418641,0.513318567157851,0.458188567053823,0.499616743978425,0.484827651279784,0.509671292013126,0.502920582804784,0.451155516565725,0.46503147515702,0.479484054601818,0.479622113882779,0.45483248633392,0.439296570620048,0.459139069046734,0.466820112766293,0.493569401798617,0.51947070589783,0.454900235850975,0.477836551641804,0.494687181511515,0.455332800424728,0.479820043152479,0.470278211562954,0.459990302893675,0.465941933183567,0.394296329972243,0.562699209303491,0.427538187256196,0.486122435054076,0.53111871744211,0.523436263297118,0.576540978718279,0.464884422740937,0.491705173739078,0.474992450966218,0.448593459964059,0.445221361098891,0.507423058499609,0.443375205974324,0.500093503112998,0.503754958926479,0.521202395313856,0.499263667192803,0.560911606177893,0.479764176820674,0.498636730212544,0.504105554080928
