"cell_type","LIB.04579","LIB.03316","LIB.008191","LIB.03323","LIB.04651","LIB.008187","LIB.03335","LIB.04598","LIB.04647","LIB.04617","LIB.008204","LIB.006810","LIB.008203","LIB.04625","LIB.04610","LIB.04606","LIB.03332","LIB.008177","LIB.008180","LIB.03324","LIB.04611","LIB.007617","LIB.006811","LIB.007622","LIB.04624","LIB.008202","LIB.006807","LIB.008181","LIB.03333","LIB.04592","LIB.008197","LIB.04584","LIB.03325","LIB.04657","LIB.03329","LIB.03322","LIB.04650","LIB.03317","LIB.008190","LIB.03334","LIB.008186","LIB.008205","LIB.04605","LIB.006805","LIB.04613","LIB.007619","LIB.007620","LIB.008200","LIB.008199","LIB.008195","LIB.03327","LIB.04586","LIB.04659","LIB.04655","LIB.008183","LIB.03331","LIB.008178","LIB.04643","LIB.04648","LIB.04644","LIB.008184","LIB.03320","LIB.04581","LIB.04652","LIB.03319","LIB.008192","LIB.006814","LIB.04614","LIB.04618","LIB.008189","LIB.008185","LIB.04649","LIB.04645","LIB.03318","LIB.008193","LIB.03321","LIB.04580","LIB.04653","LIB.04615","LIB.006815","LIB.006803","LIB.006804","LIB.007621","LIB.04627","LIB.008201","LIB.007618","LIB.03326","LIB.04658","LIB.04654","LIB.008198","LIB.008194","LIB.04591","LIB.03330","LIB.008179","LIB.04642","LIB.008182"
"Neutrophil",0.00170395435358135,0,0,8.8104596087326e-20,2.28382494240122e-18,0.0217684743571701,0.000470022864462476,0,1.91465201872162e-19,0.0227840906723043,0.00320939168556128,1.1864106315208e-20,0.00136280625913251,0,0,0,0,0,2.83833568025384e-22,9.1065116677022e-19,2.53043999082602e-19,0.00513711407872912,0,1.58160485827951e-20,0.00947405997056955,0,2.62310644537332e-18,0.00354747878853937,0,0.000287696378388819,0,0.00373796176706653,0.00856372210330248,2.29230537355156e-18,9.07456332068572e-20,1.20916677114264e-19,0,0,1.17615503197876e-18,0,0,0,0,0,0,0,0.00689037592425965,1.7399954935064e-18,0.00322978312512691,6.40655695896627e-20,0,0,0,1.75700366220596e-18,0.00340862933535522,0,0.000990568076522279,0,0.0106732766597968,3.08612178472154e-19,0.00207153470172471,0,6.02337910849104e-19,0,0,0,6.51710582720598e-19,0,0,3.33822615891553e-19,0,0,0.0170240647446457,0,5.93938840170796e-21,0.000810149481054571,0,1.19677262039535e-19,0,1.95225577210261e-20,0,2.82185984880604e-20,2.01410921019354e-20,0,0.000386347899490639,2.35364290827373e-20,3.37923855048143e-19,3.04407407366914e-19,5.71757815754368e-19,0.137716759140988,0,8.03959019339198e-19,9.83271900925066e-19,0,0,7.85132760867376e-19
"NK cell",0,0,0,5.72121281116446e-18,0,1.15269327131669e-17,7.68595177594262e-18,0,1.18525173476236e-17,0,4.25038634673072e-19,2.98417293079129e-18,0,4.30680888833447e-18,0,6.76434486359141e-18,7.31975100111004e-19,4.65760969049312e-18,5.52607765843016e-18,0,0,0,0,9.71988788521639e-18,2.59316784644983e-18,5.08959384046767e-18,0,0,6.879156755229e-18,0,0,0,2.36838784117829e-17,1.29984753594837e-17,0,2.14256368137616e-17,0,0,1.14478699709329e-18,9.86727169451938e-18,0,0,4.91435922831231e-19,1.89705544553458e-17,0,3.35748738246282e-18,1.21282331557566e-17,0,3.02053464432106e-18,6.73529156265786e-19,0,4.69089497909835e-19,2.70941646984203e-18,0,3.45661399193978e-18,0,1.99166743953828e-18,7.76293792345824e-19,2.6513152711163e-18,1.51732278264869e-18,2.36087037647915e-18,0,9.22883681268148e-19,4.69340148582548e-18,2.39355370235695e-17,6.29102215922495e-18,0,9.69516786731327e-19,5.57941698078339e-18,2.84041210543165e-17,3.75242114674332e-18,1.79118076590309e-18,0,1.69753874364505e-17,0,0,0,1.78384181483331e-17,8.05795401356951e-18,0,0,2.59074951785033e-17,2.2688675028886e-17,1.71712875773441e-18,3.63696509901805e-18,0,6.06817773167887e-18,1.52036045626114e-17,0,0,1.48903166326905e-17,0,5.71690389324856e-18,1.23065035711293e-18,0,0
"T cell NK",0.0215708689227969,0.0802177176280323,0,0.0486115748585457,0.0300449616427283,5.8270645827779e-18,0.0678153531820274,0.00400483894331484,0.0127004543726797,5.50155009342556e-20,0.0561494770545681,0.113750875461157,1.95314895901438e-20,0,0.0396360963000562,0.0518330104555662,0.0851377427151338,0.0440414661105845,0.0187594897436739,0.0218391088611454,0.03950292110699,0.036056304943528,2.49436381683478e-18,3.62299118645469e-21,0.00633632368008069,0.00434950458022705,0.00199994919305522,0.0191788253158527,0.0443541390040638,3.5956548525314e-20,0.0232436508936104,0.0548338902698346,0.0237383822309207,0.0036798811736044,0.0252569146828185,0.0329474534294572,0.0341846088424185,0.0345462263765357,0.0280866283589833,0.0268270932196087,0.0216071444638142,0.00199237487686812,0,0.040145320736856,0.00143742258358248,0.0820609303237384,0.0413149618272752,0.0166457359590952,0.00949988228351379,0.0275916218595352,0.0382635265537191,0.0598579640783123,0.0125777403423764,0.12339568529474,0,0.0368166109916631,0.0409575613336423,0.0365636580262144,0.00285991922177109,6.42504701180472e-20,0.0278713724480242,0.0941748652863945,0.00572312919366502,0.036077229202039,0.0917683066260132,0,0.0637331233617333,0,0.0462625646701877,4.75909796624698e-19,7.96669265989011e-20,0.0405593504876064,0.0253056181530875,0.0536915776445224,0.0281925704397608,0.0365958114692419,0.00506583274243554,0.072159376390127,0.027811616837345,0.0931482243210357,0.0326018642658197,0.106095049781933,0.0469637565248898,0.0357604441440377,0.0371162611233078,0.047254976280383,0.0876179407061951,0.0414833088251982,0.121417900139039,1.0676901642137e-19,0.00748986743824618,0.0976967968847264,0,0.0237640418720282,0.0687460633741103,0.0239041877642595
"Plasmacytoid dendritic cell",0.0385835992909677,0.00102036304017829,0.123698791443502,0.0785799464323287,3.05598153632259e-05,0.029505868895715,0,0.0565011467369627,0.0141985653964627,1.06771750096782e-17,0,0.0203021417751487,0.000164258975257937,1.44257953435212e-18,0.00293362143914291,6.02931603671302e-18,0.0149100572154611,3.5461357320077e-18,1.07298505041546e-19,0,0.00800560576387219,7.55303397100629e-20,0,1.94033679760866e-18,0.0749287511520514,0.0232378066597827,0.02026340914574,0,0,0,0.00245005944193638,3.30860702620683e-19,0,0,0.0045471291390548,3.23724686667993e-19,0.0418034039368875,2.59969635175312e-18,0.0077412851099876,0.0495074952318511,0.0109995881120565,0.0159136418862848,0.0071822653937243,0.00617064286221204,0.00165234165207667,0.0126962188519503,0.00475755301069426,0.125976970472737,0.0251954788169247,0.00212649682772798,0.00985964402969632,0.0150317086260535,0.0174326567078316,0.0159081091735777,0,2.72941383313202e-19,0.00158753968766421,0,1.65664419304007e-18,0,0.0637812293959241,6.62753920476461e-20,0.0347242585949354,0.00686443075571859,0,0.00370230578041966,0.0153726996852391,9.13035634881946e-19,1.47990187612756e-18,0,0.000910271894343044,4.00707724632763e-20,0,8.53111145472007e-18,0.00772751521438463,4.2448250390546e-18,0.0228097325724193,0,0.0136590956796576,2.69002977405151e-18,0,0.0120416521254153,0,0,0.0240992955176682,0.0247113563383131,0.0270049146520288,0,1.53096468034657e-18,0.0467122823203929,0.00592037974773768,0.00918204932000039,0,0,0.0206651266874792,0.0268715911627664
"B cell plasma",0.0539905476260435,0.0367793277979966,0.0479731597862524,0.031853095349538,0.00610841109718392,0.0173771347333033,0.0101358657593485,3.76353050207908e-05,0.015985682568858,0,0.0320267204651508,0.0112705371342184,0.0129121387719927,0.0061337811563044,0.00948680315458627,0.00285398438331308,0.0225488658066313,6.30194497354099e-19,0,0.0219387180592816,0.0104546935835018,0.00689761292473254,0.00357310770151699,0.00318129978651236,0.0314402965836558,0.0155163365285495,0.0156345505034269,7.58093551012162e-20,0.0176556238291146,0.00529629054443828,0.027761863448606,0.00648411778740665,0.022832445217433,0.0121218906921917,0.00451179462397082,0.0104423506928958,0.0608601264762443,0,0.022159094058423,0.112913409289683,0.122180292820446,0.0275205818038803,0.00604258628131875,0.00566719714663328,0.0411012209394119,0.0456393553383568,0.0017802658000653,0.149784845976072,0.00966951953096451,0.0186891912134869,0.00422937400318287,0.00796198004813422,0.0211944725548545,0.0283816312747344,0.00246070740383162,0,0.0168736138906162,0.00820844233900882,0.038513992922339,0.00980577375948024,0.0161907444002354,0.0336680809531561,0.0373181342089647,0.013521460854893,0.0114547909618661,0.0058907807118126,0.0462881686380142,0.0176575921621265,0.00317057416928897,0.00613687964503746,4.24828579522914e-18,0.0103822563515755,0.00536547100134703,0,3.05855382041923e-18,0.00846808635155317,0.0347126106705904,0.0189613746875551,0.00963841711706181,0.00802025110595566,0.0233037774452569,0.00108197927581541,0.0181384772501229,0.0136214538812421,0.0304714312861501,0.00737667573791702,0,0.0178101652817384,0.0255307602022227,0.00970395719391065,0.000128119681027429,0.00602773339795926,0.00869817882207763,0.00623308114620494,0.0581646658273643,0.0369659077726003
"T cell gamma delta",0.0105732102480315,0.00318216849682132,0.0473705672208892,0.00984822942345669,0.00183666054955139,0.000811457803684378,0.00378676330699157,0,0.0259381293242997,0.0101749341172659,0,5.70378601788752e-19,3.20387910593908e-18,0,0.0143726965753537,0,0.0206227179331442,1.03503865522648e-17,1.80120192720512e-18,4.37074661185218e-19,0.00122038457830456,0.00300157027020209,0,0.0370025476334971,0.0148029031430096,1.1065887067059e-18,0.0058565815114311,0,0.00143954245495668,0,0.00344078894089647,0,0.0001582661697692,0,0.0118444853541251,0.0135460793985229,0.00435799553911533,5.89049594552338e-18,0.00822504519340926,0.0523195012745529,0,0,9.76022724248953e-19,0.00351346359354618,0.00187342783759437,0.0108042290316402,0,0.0484045921949571,1.36937287433485e-18,0.0216925793580811,0.0138646769025029,5.42101086242752e-20,0,0,1.47858549296759e-19,0.00267232536800983,1.91041594353866e-17,0.00204911250027298,0.0199151256496611,0,0.00369910323118609,2.22579156564981e-20,0.0153805057875321,0.0194514271692891,0.0301612617879784,0.0055239445975596,8.62716413595416e-19,0.0209213471274744,0.00826697711076156,0,1.00361451291607e-18,0.00300868347136963,0.011644724837991,1.38344139332238e-18,0,0.0033045838410763,0,0.0106842205354738,1.57821932288705e-17,5.83632315184088e-19,0.00371133445553094,0,0.0022551964965117,0.0195353853313105,0,0,0.0409670319762379,0.0125763643905783,0.000703185757828858,0.0354605723024795,0,5.55047689785798e-20,0.017457610061778,0,0.00753046176381211,0.00438224725034631
"T cell CD4+ Th1",0.0121653858021446,0.0209767283413974,0.041281672628376,0.0559638392218904,2.45182101030619e-19,4.87615265660089e-18,0,0.00467533973735872,9.0331560217133e-20,1.34018281381688e-18,0,0.000924507786712515,2.63175439947101e-18,0,2.78974961377004e-19,0,3.93660097022871e-19,0,0,0.0214861307880138,6.02409497590759e-18,0,0.00203972073877,4.23692481638639e-18,0,8.39817333002795e-19,0.0106126897965054,0,0.0052734616578168,3.08678313098696e-18,0.00912156533543032,9.88106162704291e-18,0,0,5.77463930891174e-18,0.00843200285813403,0.0192468812826566,4.59379952276169e-19,0,0,2.53039089714347e-17,0,0,0.023021146051473,5.85962034113212e-18,0.00746022513735471,1.94500184787848e-18,3.23813135171346e-20,0,5.26422853090885e-19,0.00731811869744493,0.0250894615024437,0,0.0371825987129379,0,2.30724968843693e-18,8.19091632297491e-18,0,0.00314817799920043,3.58812556078353e-19,0,0.0362341256992273,0.0543150701101908,0.00482620001182151,0.0153296805327768,0,0,0.00413205749618469,0.0204520107991271,0,0,0.0253653249511773,0.0125786861985784,0.0417993078609638,1.45631762148486e-18,0.00276215392114751,0.000373602681015825,0.0502988844451211,0,0.0135182037704135,0.007934791219685,0.0302896012786125,0.00721205794954232,2.15690171590109e-19,7.99665373764958e-18,3.3269111255552e-18,0.0811105104739671,0.0136346894477868,0.011555560035933,0.0021757553231637,0,4.08496169927547e-21,0.0618687648279842,0,0.0341901856881087,0
"T cell CD4+ Th2",0.179037384503279,0.0515941255652929,0.165819715771677,0.169498151207124,0.0217213327880148,0.113047060504724,0.168138453295491,0.113065426064342,0.0559829880043318,0.0205317957705537,0,0.0376814686791494,0.150387637513368,0.0249097577594863,0.00818566405967631,8.66920095378217e-20,0.059908823437785,0.210089246443757,0.0449116807633355,0.0614552601115435,0.101388020798328,0.0350023276872419,0.0861392146612426,0.0594623661514233,0.113962777442571,0.149148475256525,4.38005372123335e-19,0.0333796468502805,0.0471133706942021,0.12170765623259,0.158603785592772,0.295216773555929,0.0342486857860908,0.0435317919555314,0.0261574212105876,0.0189303866425598,0.185280921127604,0.0575765487338858,0.150078049061183,0.0756565897870567,0.139146471311695,0.291464150080872,0.072420575814166,0.0515565235765673,0.107568001771854,0.120775813672986,0.0873597376841655,0.37191120905344,0.154888009392322,0.183202506587477,0.104659108094952,0.0854731485757278,0.151247919586166,0.0665466420343885,0.0963470362534058,0.032940681184836,0.174567133277806,0.124441545720902,0.0373587684440931,0.260104764608637,0.212561426326148,0.00466048143315048,0.375164564063252,0.158064697111797,0.0473113006375783,0.0145773884379278,0.123703898652506,0.0676145415300863,0.0363683382716848,0.291407371386598,0.138376691236674,0.119474911570184,0.0672347856483003,0.0396185177031294,0.250597243426876,0,0.18350499085722,0.0345589941262432,0.1666757329059,0.0761612137488289,0.023104261323126,0.122202428473968,0.0559766702990617,0.0476558953293095,0.0956425413585917,0.118768556263258,0.098970936099763,0.0198893168133649,0.0167860581133826,0.0296372079696977,0.221398310809265,0.0423781912603693,0.156936767144968,0.273494732377709,0,0.204876246636375
"T cell regulatory (Tregs)",0.0100040442168026,9.62354993362948e-19,0.0041713124036035,0,0,0.0252604753738267,0,1.11454607309543e-18,3.34783353534624e-18,3.65896938038423e-18,3.47608264410331e-18,0,0.00363515867863332,0,7.96229761690397e-19,0,0.000629815609320679,0,6.59712983799781e-18,1.50746388841451e-19,0,7.59501499803333e-19,0,0,0,0,0,1.47721797131412e-18,0,0,0,0,2.29844728335206e-18,0,8.56926088786598e-19,3.40416066409403e-18,3.08387266820593e-18,7.64806947011727e-18,1.44436609158409e-18,0.00714929739124797,0.00646503805323409,1.32136263354354e-17,0,3.60465552058354e-18,0,0,4.52181945260363e-18,0,0,0,0,3.55196276777417e-18,0,0.0231622356527182,7.82821288846061e-18,9.904613715113e-18,0,7.31626988802173e-18,0,0,1.12590041873718e-17,0,0,0,4.89276205720279e-18,1.60351955294982e-18,0,0.00278203656102585,1.54019317455632e-18,0,1.10231724614668e-18,0,0.00225372763601148,5.05463736021181e-18,1.50949961158185e-17,0,2.3226785379308e-19,2.61214749871677e-18,1.60705976035558e-19,0,1.34968409371477e-18,0.0143501922782369,1.84299401233017e-19,2.06414728459413e-18,1.21995345681912e-18,0,0.00035990887431259,0,0,0,1.58693875008482e-17,0,2.07729751420696e-18,3.61613997491587e-18,0.0589841987758198,6.59503080207664e-18
"immune score",0.296643237032439,0.0535019673720084,0.130583465601136,0.203662143983112,0.0818549907608002,0.137217474878511,0.0638737147895117,0.0883599013470366,0.154895978446167,0.0651891313052051,0.0727807409132257,0.173231887412399,0.0852946219609036,0.107583288465484,0.0235927161828107,0.0129319731073536,0.11094541035675,0.114977886346592,0.055953091907579,0.109786496286861,0.0740465902183851,0.0674853908814161,0.00960765865791613,0.133027515733949,0.490218125352429,0.0648970159528812,0.153596381519539,0.0543873446412199,0.0402044902926427,0.0204285828845683,0.141880073704837,0.0674727143897536,0.052109183548169,0.0322407266772467,0.642745678897131,0.0732148517747088,0.29600599212804,0.0524433337248426,0.0783038396257873,0.176448694490401,0.207380626578386,0.258111691287593,0.103201885107561,0.0554631672604481,0.135550633724077,0.0632714374242358,0.27128459871529,0.593687701018274,0.111003538882484,0.0601724078913274,0.0912648500123385,0.0706829298978795,0.0856692854282179,0.243103141732869,0.0807158899303765,0.0784832341755236,0.0355187963203806,0.0779662777600306,0.128928650269416,0.0899652865840875,0.133357870094451,0.0409555129296668,0.142235250576096,0.0847312733809598,0.229093595943947,0.149934029896183,0.318104650598309,0.0995617933225197,0.0663569828297439,0.0860372839006561,0.284400045327742,0.0451156958123924,0.0897307447289579,0.0371368792260095,0.0155769476406726,0.0373009239030779,0.168731315359869,0.0308354010796407,0.0719724548011042,0.0353308762552403,0.0652781077151499,0.101426123968254,0.171001648742065,0.0641248626441511,0.217165053419853,0.188485373866769,0.136454873416547,0.0438503888569126,0.308128089817348,0.367423132882427,0.0219904646964608,0.211408235452775,0.00439334380907898,0.0248173765994345,0.720326850329693,0.226340509567917
"stroma score",0.0287954828638884,0.0480842340797291,0.0456347745169585,0.115650661268572,0.0136802149726003,0.0190855502670947,0.126043972660105,0.170657075153527,0.0267728025496615,0.376203851485733,0.346116707880247,0.0264955200293202,0.0727747504510011,0.177073195355639,9.94981703918128e-19,0.12604049419196,0.0602076227319638,0.265964892962566,0.198012042076574,0.223105306902215,0.0396277971441747,0.0610655231708582,0.137517310389713,0.162110345114,0.21358315773464,0.0325675464323972,0.218636121399101,0.195051785341456,0.01600512066615,0.0178295040940324,0.109528314617846,0.0575445097702615,0.0229482669171349,0.0764957056820889,0.266061914976787,0.0238188902962176,0.109276829174869,0.237944408492275,0.00829463767901006,0,0.0692916757094874,0.06940553371208,0.0977325871365023,0.0194449641578262,0.0925438195361473,0.0517279640886773,0.103402372291528,0.108724593858637,0.0829500813968867,0.00846593384905757,0.0485054218130141,0.0618696125112123,0.0664999829491071,0.168873205487556,0.0763971209052139,0.116937987124372,1.26909519023662e-19,0.0978384277771715,0.0357357388883584,0.0076910449431324,0.0958074276729165,0.140547368844386,0.0139628794038153,0.057917048802008,0.0762703661101256,0.0172612673215746,0.136449140459665,0.04388124096222,0.0729565633585426,0.0525848311643163,0.135380204012603,0.082092196249521,0.00490143243635627,0.213175761782527,0.219905805881787,0.0602887488706415,0.0410453950412452,0.00378373014852547,0.0401344319257003,0.126432747311812,0.000757988636547259,0.100546446952817,0.0570553715114425,0.0570689011051852,0.420378191270963,0.105765492944672,0,0.00518751516834474,0.286682664345785,0.00715736284934013,0.0314785382253766,0.409338897131592,0.000267436303837269,0.0273659356938095,0.0362576664030125,0.0254760299237913
"microenvironment score",0.325438719896327,0.101586201451737,0.176218240118095,0.319312805251684,0.0955352057334005,0.156303025145606,0.189917687449617,0.259016976500563,0.181668780995829,0.441392982790938,0.418897448793473,0.199727407441719,0.158069372411905,0.284656483821123,0.0235927161828107,0.138972467299314,0.171153033088714,0.380942779309158,0.253965133984153,0.332891803189077,0.11367438736256,0.128550914052274,0.14712496904763,0.295137860847949,0.703801283087069,0.0974645623852784,0.37223250291864,0.249439129982676,0.0562096109587927,0.0382580869786007,0.251408388322683,0.125017224160015,0.0750574504653039,0.108736432359336,0.908807593873918,0.0970337420709264,0.405282821302909,0.290387742217117,0.0865984773047973,0.176448694490401,0.276672302287873,0.327517224999673,0.200934472244063,0.0749081314182743,0.228094453260225,0.114999401512913,0.374686971006818,0.702412294876911,0.193953620279371,0.068638341740385,0.139770271825353,0.132552542409092,0.152169268377325,0.411976347220425,0.15711301083559,0.195421221299896,0.0355187963203806,0.175804705537202,0.164664389157775,0.0976563315272199,0.229165297767368,0.181502881774053,0.156198129979911,0.142648322182968,0.305363962054073,0.167195297217758,0.454553791057974,0.14344303428474,0.139313546188286,0.138622115064972,0.419780249340345,0.127207892061913,0.0946321771653141,0.250312641008536,0.23548275352246,0.0975896727737194,0.209776710401115,0.0346191312281662,0.112106886726805,0.161763623567053,0.0660360963516972,0.201972570921071,0.228057020253507,0.121193763749336,0.637543244690816,0.29425086681144,0.136454873416547,0.0490379040252574,0.594810754163133,0.374580495731767,0.0534690029218374,0.620747132584368,0.00466078011291625,0.0521833122932439,0.756584516732705,0.251816539491708
