"cell_type","X3df0cb8f.4559.40ce.bcf4.4b038929fb4e","X9efb4d56.8ada.4280.bb76.b5746e4335b8","X3d3453a8.9260.4bd0.a4e6.a21feabc750c","X8a082588.a4f5.4cf4.8a61.fb1a13582026","X9121500e.1757.4024.963b.2d875e66932f","X382d9830.4cd6.4c06.9c87.9a83dd01e25c","X1109f6d7.0ed1.4be3.aa63.71e7da82d57e","aaa54a0c.f437.4e0e.ae39.977bebd517bf","X91714b41.6550.4638.bc95.bd9bd8163f37","X04a48065.ea14.4c82.82df.b7784d70193a","d06d5373.6a1b.474c.9279.10fcb29f59ba","a39ba4b3.40c6.479c.9407.01616194b057","X9decb422.2c34.4d7a.bb06.9f7ecfc893e1","X5b527fb2.9de2.419a.9f62.989333449f6c","X4cd84adb.81dd.484f.bd75.4ded4b0bef82","X5e2d5c52.596f.49bc.967c.42129abbacbf","X8631ada8.2cda.42f7.927e.76a24efa128d","X8999059b.74b5.4388.afdb.457c9fd24421","a79dd5b2.f97a.4b24.b762.fea1cd5238fe","X2e125727.43f2.4a9d.8aa7.5d501240c883","X2bb0e784.10fc.4978.b5f3.bfc197438175","X9030ac3f.19d2.4173.9025.87726923621d","X59ad0679.53de.4370.86ac.e3a9605f6997","X68f89489.0460.4e20.b878.7c432907bafc","X994570f9.404b.471c.a5c3.78e59480dd44","X5324e01d.69f5.4979.903b.7644f3236ee0","cb75fb62.e6e9.4763.a97c.1a2b919adc5a","d4e6dc5c.510c.4431.935a.62105b691699","X6fd76033.7c26.440c.beca.144bd18f7d58","b6e47b05.afe9.41b5.b040.7fbcc62d4720","X905f2f5b.4bf9.449c.a070.5d2cce702e29","e2a25905.7c92.4e43.81c0.d09268014334","X0915dde6.5839.4705.8d9b.b01a6450feb6","X46c4652a.ac2b.41db.a17d.02625822027f","X1ca20860.4a2e.4d34.a479.5b56facc2c0a","X1463039d.7953.4216.9e8b.97f681332eff","X9905b104.db34.4cc2.a6b9.bf3fcd21c9cd","X020873c7.93d7.4eea.b25f.60663417d9bb","X08eca7af.fea6.4691.99d9.ec626d5bb4fa","d7877cdd.a69b.4d4c.bb62.d279e18dbf88","X6070db25.079c.4bfa.889d.e4e447ceea70","ab75bca7.5635.4839.a178.120a02ef575f","ef9c0189.9d4c.425c.8c21.7739fac91ee9","X03ccc0be.5e48.4577.a4b3.4cd754c917e2","X8d6e5037.8602.4a3f.a580.3f319aeeec8b","X0eecc108.eaa0.4723.8342.ddc7f91710f9","X5d84f068.72eb.44aa.ad9d.6f8eaa4a8a32","X108e4f62.aa05.4297.9bc2.2fb82d687349","X62a348d2.e7fd.48d0.9622.8b485da5e327","a03bda91.0936.4c67.9508.4903f84c980f","X00f70d11.3b58.4517.82ec.258cced34a60","X9ac00677.9ba1.4ee9.bf02.ecb04533f45d","c3916163.fdc5.4048.9ac4.bf3de91091ce","X117a3e8a.4568.44a6.baee.9a5ab002042d","X305bf2f6.8d2a.47af.8bc3.17460178a66c","X6588314e.69e9.44dc.b7d0.0966c1833608","X44047435.3e87.473a.9231.b61fb0d5045b","X55fee8d3.acd5.4366.ac30.c66225debe4d","X5643f725.6510.4fb3.9faa.44b3124a9ad6","fa75cad0.cab6.464d.8fee.147706c3b6e9","X29f2019d.5a69.497e.a7ff.73dd35fcaa01","X52bc932e.fe9b.49ff.8584.2f92e61d5871","f9e194a1.e5c1.4a1a.840b.4e0246640d09","X0a770cd6.c9b1.4cc4.9e31.1f8a820c5c1f","X4637f6a3.9e07.4ac4.be5a.c893a27c8fe2","cc684aee.6d8a.4074.8474.1c4a48dbc8c7","d63ffcfc.a31f.4281.ad8d.2fee7439abe4","X3387cf11.ce22.4151.869d.47dd9166fcd3","X44daefc1.eb50.4fad.98db.7724c1e2c201","a0a07f44.c51b.420c.92e8.65f464db0442","c392b91b.1f08.4e33.9ab7.42ec0fce3b92","X417cb3fa.2125.42ce.a638.51952c81dc2b","X95598eda.ba98.4c1d.951b.131e149989e1","X4d845308.2bea.47bd.bf18.e0b3ebcb81a4","X67d1ea12.766f.4eb9.af7e.4545975b076c","X91a45dff.d6c6.4a30.b79d.475dad0a609e","d7814767.c4ec.43ce.9cb2.646941b2870c","X71b6caef.331d.4331.a42b.4f83dca777d5","d08b9d87.7327.4d2c.8b10.8a3973b99209","ae15cbbe.2658.4d9a.ace3.4609df63f512","X76376038.5810.476b.831f.9bb938941243","X8782807a.e8ee.4469.afee.966224f6fdd4","f53c3d33.7501.46e1.8125.56fb73083b65","X3e751a3d.573e.42e1.a361.6303669fb7eb","X45c2cef7.58b5.4e76.abf6.8b88088c6c82","f5a438d5.ca2b.4d44.8768.97f59f5f27b4"
"B cell naive",7.90273135233265e-19,3.35090116303286e-19,2.80554337061406e-18,0.00730392629017071,8.21051432943945e-20,0.00167466910888797,0,2.49579607630885e-18,0,9.17867866046e-19,0.00062328021259433,8.3821398031423e-19,5.11969127251616e-19,6.69201298018664e-19,0,0,0,0.00281468634717868,0,6.11075969431826e-18,0.0114459262545427,6.71486138183292e-19,0.0131215108754811,0.0224014484556345,4.98172248676008e-18,2.42771375038924e-18,0,0.0266457284624953,0,0.0236805826622307,2.00516592768981e-19,0,0.015814140744412,0.00420852150807155,0.00840427407457332,6.67873955779115e-20,0,0.0474873989756279,0,0.000563819353577631,0,0,0,0.00385100137074551,0.0044098847191225,0.0486873064356657,0,0,0.000525115144581928,0,4.7411447298835e-18,0,0,0.00739084346067492,0.00908850773121483,6.58372163215094e-19,0,1.87706151590909e-21,0.000205760626894981,3.67763227485676e-19,0.00548684910033704,1.65786905918789e-18,2.2192744863587e-18,0,0.00915904608372616,0.0351397731370807,1.00904909176008e-18,0.0026388267150467,7.57913966853956e-19,0,0.00360440637953032,0,2.80937770747144e-20,0,0,0.00619616806754148,0,0,0.0123164609368139,0.0018408466542501,0,0,0,9.48807882280584e-19,7.14345185130964e-19,0.00199909315779446
"Neutrophil",0,0,0,1.26524475797078e-19,0,0,1.72537566254338e-19,0,0.000622487819565832,0.000216189033132818,0,0,0,0,5.49524975702244e-19,0,0,0,1.92614102918142e-18,1.02191973215923e-19,0.000704361454009988,0.000212691783555553,0,5.4961106107965e-19,3.30894912407382e-19,3.90839523910745e-19,1.9777596379856e-19,0,2.40690743359993e-18,1.69888100122264e-18,0,0,0,0,7.75146436346414e-19,7.36437110699825e-19,0.000541078216514027,0,0.00240540467569501,1.01424147551371e-19,5.26249253609636e-19,0,2.25802229558541e-19,3.69888359269028e-20,0,3.52827067716801e-19,3.08905197463341e-21,0,0,0.0035412052534707,0.00139419158811577,0,1.43768492890979e-22,0.000126030136113178,0,2.32052597778942e-19,0.00219470846229327,0,0,2.02644393114276e-20,0,2.23381919737793e-20,0,2.40204127158378e-19,3.08265072257788e-22,0,9.47892172368305e-19,2.60297460643434e-19,0,0,4.33862103867026e-19,1.24640772982044e-18,0.0012589434749722,0,0,1.38024370374358e-19,6.28582667321801e-21,0.00187921375769729,6.89114805552864e-19,0,1.5005458658872e-19,0.000544457344038839,0,0,0,1.10279293315088e-18
"NK cell",0,0,4.58353812199411e-17,0,0,2.64745188145663e-17,1.80118099979723e-18,4.72818921854023e-19,0,8.03731685823238e-18,1.29447778965227e-18,3.4195343482021e-19,0,1.49521287604345e-18,1.00182728748938e-17,3.72616722198948e-18,0,2.47522508305058e-19,1.188934178021e-19,1.08338003594984e-18,0,5.68778874260592e-19,1.05916891029494e-19,2.07279664093081e-17,0,2.00619605352821e-17,2.42526785256337e-18,1.12075883629949e-17,3.83829892910671e-17,0,1.97750322607328e-17,4.87776732210947e-17,1.2697437542152e-17,1.63562557382255e-17,0.00403669998960866,5.22539618599178e-19,1.10736880655685e-19,0.0167699500567248,3.88394524096588e-18,1.02136847162094e-17,0,3.54728353320227e-18,1.24692942751449e-17,0,8.0375481479889e-20,1.16454929686993e-18,1.58495605310712e-17,3.01865923172658e-17,1.89523800344161e-17,9.75967956105278e-19,0,0,0,4.65702510752866e-19,2.938812962726e-17,5.58130445363107e-18,2.0919249665976e-18,0,9.14189618735697e-18,2.57491276250854e-17,7.10631690717476e-18,0,0,0,1.7497505167703e-17,6.26195550971889e-18,0,1.87338294243944e-18,9.86135423657715e-19,0,2.14077723299558e-18,0,0,9.64430674334258e-18,1.1145352478622e-17,1.22686138466409e-18,7.14954658848705e-19,2.15261947538332e-17,5.33971313327612e-17,9.03773179900147e-18,0,0,5.88992267473275e-19,0,0,5.14818987075842e-18
"T cell NK",0.0881310933242854,0.0689171088812315,0.0639629381530205,0.245804980826618,0.00982454217535217,0.107699082658731,0.0932803675087862,0.108667824156079,0.0230236019161554,0.00310591611446809,0.123546399263183,0,0.0717922764403506,0.341026038913297,0.0927082775474936,0.145260938731135,0.0236226852007226,0.000938056450738156,0.0774449295826309,0,0.0694434460779973,0.111497529521507,0.0730372154999008,0.0243311340696475,0.0776501356367239,0.111581825967607,0.0536178403539695,0.198821427200744,0.0798271952788881,0.0179116803513328,0.153054386465567,0.00305450311967464,0.102226751250771,0.0372533256767728,0.191980923055253,0.182182800249814,0.0952374286093352,0.0757003910650357,0.0513640560861288,0.00640186435790263,0.116589661301787,0.124510093861823,0.111869615545373,0.0374744074923852,0.0897637434791923,0.127125108318859,0.0795558555769318,0.0488934825525275,0.0148601512290689,0.0459623579189479,0.0915699612078007,0.0199698943459921,0.178527695226761,0.0466466349274924,0.0466531359206992,0.0522187459294781,0.0762227900825491,0.0634464093510946,0.0662295446550764,0.0384295185690704,0.0982105720392132,0.193807983688678,0.0356075707897955,0.0877875073362316,0,0.121409732768987,0.00918680758187626,0.111037340222755,0.0862780059722438,0.0431619775341043,0.112117769839255,6.2077317829737e-19,0.0541683869186304,0.0289360089827469,0.0391253720564828,0.0769159901696134,0.0135584950584908,0.189632015174858,0.162786136733501,0.0148922360145244,0.0769119620224314,0.108482916904568,0.0755671991544613,0.172942857434011,0.0741193579831874,0
"Plasmacytoid dendritic cell",4.82422310813308e-19,0,0.000995157467066176,0.0256867467551579,0.02816653019456,0.00114151886082242,0,0.00789687535407455,0.00657233717789698,5.71106748933587e-22,0,0,9.27566344655189e-20,4.32883125813158e-19,0.0131484333233713,0.00620183182211165,0.000191690704013396,0.00180721259038978,2.01247065628492e-18,0.0324996588198434,0.0199755072982205,0,0.104346422485611,8.57481983341529e-19,0,0,0.0132828687586082,0.146768439813446,3.97115739783721e-18,0.0341853839319359,0.0182818191829169,3.32551534009372e-20,0.00651805759440016,0.0381779391755292,0.0757180820716643,2.32955281351464e-18,0,0.0916984398727487,0,0.0199079707044665,0,0,0,0.00257062395749403,1.84438765768837e-18,1.07597174089791e-18,0,0,0.0022001623317053,0.020193708851322,0.000282975487726837,0,0,7.72347144678176e-20,0,0.0126362132399093,0.0234512159618326,3.32598793657384e-18,0,0,0.0128776649999211,0.00199033121904824,4.36123759406703e-21,1.16282029251564e-18,0.0589597703447039,0.0194343166204999,0.0472878355458507,0.00329096621312609,0,2.28633711785485e-19,0.0177128159996278,0.0160323404236479,0,3.4097057387204e-18,0.0203652380256548,0.00907470831270054,2.77273953968631e-20,0.00446407905588794,0.0270515526927948,0.00454265961278427,4.41646658359571e-19,0.00527536472387216,0.00356346766079137,0.0134391677480441,0.00115093211878965,0.0414076259444175
"B cell plasma",0.00367443130657199,0.00480033878852504,0.0212893413643951,0.00502807899561676,0.0202671789472379,0.00822868562918898,0.00186318505182817,0.0128781521881989,0.0208163349722211,0.0146901888828515,4.71556619645072e-20,0.00497065186244218,0,0,0.00491686073206378,0.0118309617102706,0.00042186065675097,2.85405529967876e-19,0.00131578570631702,0.0819973397748551,0.000942164629359481,0,0.0327364908403094,0.000384485474747205,0.00682515147794719,0.0103698745732689,0,0.00196262631209428,0.00358059438933132,0.033208537078396,0.0031079944474153,0.00900285029285222,0.000954064366939691,0.00145321090791729,0.00346566996120803,0.00712258933129778,0.00612574033501888,0.0415331201852323,0.012075707850644,0.00427663960340172,1.01704246259149e-18,9.56915649028192e-19,0.000889891498893988,2.43181567826431e-20,0.0212689059606623,0.0290739515396812,0.00886759679072604,0.00715277559151717,0.00291915393014736,2.25863156503622e-20,0.106147184706427,0.00587891034078499,0.00309740540905203,0.00713725343023314,0.0101039380900732,0.0145370686971714,0.0270275058288015,0.00525001668801162,0.0203432450508535,0,0.00793180093954267,0.0223826388780052,0.0172416609555463,0.0129035169041405,0.0334228879712844,0.0448350690590684,0.0382861748866086,0.023180146877849,0.0107820009430236,7.02580470708417e-20,0.00527096413691327,0.00234549982553049,0.00421028942231711,0.00164912075288826,0,0.00599724439885631,0.000782303495944746,0.0028902567057395,0.0106620262861098,0.00729608815554421,0.00126451335450909,0.0231842460428838,0,0.00523766345348698,0.00376678970793878,0.0403014859673674
"T cell gamma delta",0,5.35066269949732e-18,0,0,1.81676847687963e-17,0,0,6.32576695529753e-18,0,1.00730218527611e-17,0,5.01952562854189e-18,0,0,3.74715789697382e-19,0,0,0,4.34006950474369e-18,1.01161699467163e-18,1.53987340371579e-18,1.34720393176193e-17,3.31847893639025e-18,0,0,0,7.08581020996565e-18,0,1.1820116320107e-18,2.2052174757902e-19,5.95574747759957e-18,9.29544277252906e-18,0,0,5.43619087041301e-18,0,0,0.0268520640446221,0,6.66640420714598e-19,8.19996842215426e-18,4.07968884820911e-17,8.32439546045047e-18,5.64796141544419e-18,0,0,0,1.57790794057213e-18,8.13138586594708e-20,0,6.38342338015861e-18,0,1.27926346094325e-17,0,0.00107274640997596,0,0.00370979317165871,0,0,0,1.36889936609796e-17,0,0,0,5.63945946055941e-18,5.76263104264462e-18,1.23683025771263e-17,1.33984633015617e-18,1.51067156258272e-18,3.46749158132429e-18,2.28499921930872e-19,0,0,0,0,3.34049278008839e-18,0,1.07177067540987e-17,0,7.8358351865078e-19,0,0,2.24465969673009e-18,0,1.80654979328614e-19,8.47028598146095e-18
"T cell CD4+ Th1",0.0473982429796807,0,0.0900398415705847,0.130169425955357,0.157714033902601,0.0765299281949276,0.0426182943275635,0.090368457642024,0.030878075179647,0.0587558722607721,0.042783897217897,0.0286321751922882,0.0459749061089148,0.0238189978590675,0.0692134124566404,0.0559666283276456,0.0438769215290181,0.00139772936057168,0.0873681330211224,0.119164033594216,3.23000652170829e-18,0.0212450693730978,0.0479026670104991,0.0877981274910466,0.057803684645034,0.043697166066528,0.00641953413859129,0.0324137644956869,0.0752117547636887,0.0294282629673726,0.0224233711665214,0,0.038628031472311,0.192509133378241,0.123131484667614,0.0541415585757445,0.073254373219223,0.0915305090980851,0.0176078789489974,0.0333540611647701,0.033063840354595,0.0234847738310247,0.0415737872630401,0.0558445650522697,0.0859539735511541,3.87236384862369e-18,0.0668431697334181,0.0835223037197774,3.30061439419474e-18,0.095513634852374,0.0254214343765907,0.0664342597282918,0.076259145493337,0.0126221915189184,0.0273061042821705,0.0194381904757826,0.0220238762945686,0.0531650203187585,2.26925825527553e-17,0.0369555500562274,0.0309369363305881,0.0302864595144899,0.0189234201483862,0.114209595527923,3.26855549525526e-18,0.0160557968472228,0.0206214511267603,0.0261183748173137,0.0687547057216425,0.0131245827207979,0.0589664291356579,0.0199048927250015,0.0147174502471855,0.0056686549018004,0.110277829017391,0.00454952137944835,0.0247078279577619,0.073428054737027,0.0666773217550859,0.0989722282554115,0.0542800891193535,0.0264652395394595,0,0.0565621430300935,0.00379087838264036,0.02093910492417
"T cell CD4+ Th2",0.0941070182122231,0.219789126364726,0.0793332548970525,0.157025469547761,0.122092663063079,0.042789118204865,0.116186464779316,0.118584045522918,0.062371526869658,0.102345630103633,0.0440250382120219,0.121402847206337,0.197079847112901,0.133354843278763,0.106843837678952,1.79695758047471e-19,0,0.0836101514690663,0.101500818646953,0.178945552484732,0.186430704346915,0.02626703112794,0.0445197052191066,0.0962235519386288,0.0627943448645576,0.0525106705382755,0.0648867802601777,0.109685154591241,0.0486393463577422,0.0856197932851285,0.0503699028006279,0.145902738058838,0.0271163573711626,0.159498189499114,0.0987729587792058,0.0809568056388725,0.122921472649366,0.0839847182480851,0.133270813481225,0.102230559454918,5.67358794500839e-18,0.0424995276906085,0.0472393037924807,0.025771937821338,0.104577495492264,0.0973523231013165,0.157550589879202,0.080270771025782,0.163028976680552,0.134696884337266,0.0792605184794368,0.0740999062047991,4.16879752510741e-20,0,0.0514529573873385,0.243517782762425,0.0732525756834197,0,0.144378455027509,0,2.98180383834125e-18,0.282790612302398,0.111960046859731,0.0663977754674024,0.187777976891209,0.140265775153725,0.155846063167188,0.0364398045464021,0.0497000482037385,1.62241561924545e-20,0.197484575175365,0.0918237465231876,0.193979303859084,0.0103390490307795,9.47629696992577e-19,0.04191537131304,0.00737289638893259,0.0192217603351445,0.0916844306331409,0.0113953338734179,0.103616752094452,0.178412820526732,0.0684625123589299,0.244412963883486,0.0739528361607938,0.0846585850745671
"T cell regulatory (Tregs)",0,0,0,0,2.2657450394489e-20,0.00270353347926239,4.111005106178e-18,0.0232713244083815,0.00176298435142952,0.000702259201004051,0.000759154860366353,0,1.56351953982031e-18,0,0.0343372401695517,7.06579844989745e-19,0.000210659394939736,5.58649626102572e-18,2.57030456113809e-18,0.0393811752052505,2.55024523957184e-20,0.000513411541455237,8.03438574397382e-18,0,0,1.06038443826684e-18,2.34310593594723e-18,0.0105868683413699,0,0,0,3.48254380517968e-18,0.0173471711544708,0.00476414015187546,6.62019177883866e-20,3.6286038531233e-18,0,0,0,6.8941341514356e-19,0,0,0.0154209396745033,0.0166636502938664,2.07013052625362e-18,0,0.000684576405719527,0,0.0188804007288892,0,7.4294239108602e-18,4.88566694557749e-19,1.11964810462736e-18,0,5.42764806663334e-20,2.38791205582704e-19,0,2.70428205665226e-18,0.0616916389459095,0.00600108819741231,0,0,0.0147890566372667,0,0.0325748166870097,0.00320253443580951,0.0124703606999304,1.56800257336393e-19,1.13322355275097e-17,0.00801322436130446,0,0,0.000829461678003867,0.021109212596516,0.0142094795774372,0.00171118516426852,0.027270683215504,0,1.55985867936722e-18,0,7.33982217096298e-19,0,1.93359936864414e-18,0,0.0110588672748297,0
"immune score",0.000144367593393147,0.0132182913362712,0.0428558428388206,0.0569700261441674,0.13327307610189,0.066999006772632,0.042749002853441,0.0675230831503364,0.0394881397210232,0.147504059436953,0.10184699642729,0.0442698675174906,0.0454664250259604,0.0192506785989763,0.0171999352164811,0.0588744306129814,0.0371977059054725,0.0169842826567546,0.000846467721492029,0.146759289982124,0.045109983774746,0.0149577055321124,0.331947377164148,0.0233905681100559,0.0278208015580173,0.00263338131603051,0.0758577467184621,0.141860728495861,0.0403657281282573,0.187575820358755,0.0448943021654649,0.00921144212687907,0.0823770264302061,0.106678259869643,0.19172680472068,0.00512571923355165,0.132221719043588,0.527855744380148,0.0263286296605288,0.0361091895416094,0.000298546876233076,0.0149856018353102,0.0551110265677178,0.0361911039536657,0.0649884386465881,0.210744260653755,0.0129998693398074,0.0206126091644959,0.0472621846798223,0.00402415957129853,0.226041041119077,0.025278205684536,0.0121665664400711,0.0679658589101257,0.0745256618099766,0.0714530877154171,0.0426433277516938,4.19087388910443e-18,0.0967498115100161,0.00732984774940926,0.0384847238282167,1.21179858075956e-18,0.0764541700128487,0.0172903628910999,0.0416749420415208,0.167532801837316,0.159796778733636,0.0764617693283358,0.00262741149532298,0.00668664479628448,0.109638891683917,0.0555874664516137,0.00258438134228956,0.0238733503732396,0.0190106207634494,0.0388458457344876,0.0607259673610666,0.0132167150708166,0.0782697618282095,0.06866139639107,0.0062830706166176,0.0189069145312181,0.0141658304829518,0.0152445903348721,0.0472322496804095,0.137732321033517
"stroma score",0.045812577729554,0.0339852466924956,0.0902378234119959,1.5673533104026e-19,0.0705728243482576,0.0459565819951427,0.0233408266485108,0.0245917842299632,0.0155249620800919,0.075857790341124,0.029071986964968,0.204118417798306,0.0259550494202552,0.0858463873679812,0,0.0746668635816545,0.0130305194545085,0.059634067421937,0.0207914490685388,0.0399229710680547,0.0479803873428735,0.122255253285158,0.115827934345761,0.00648051668736141,0.101969678409632,0.0225985098419724,0.0542471200254166,0.0111140628088786,0.0749719895587458,0.101795722028573,0.0756727497159545,0.0367575091948507,0.0247806004318776,0.0207314406444554,0.0384804242397564,0.0244841774047409,0.0725649452216326,0.131205149379396,0.0686728545409776,0.0425855772766964,0.281228853560728,0.120106937365074,0.094420952279377,0.0104145927679672,0.0358426393727009,0.119341260574466,0.026106089200926,0.0774094948476864,0.0386577887740227,0.0297878358645444,0.147449481362637,0.0549102778645258,0.047254000111002,0.114088958046002,0.113287100005504,0.0754340361343028,0.00971332653355233,0.124985363931095,0.134528354546671,0.129515730596358,0.175694183512001,0.00130945216149989,0.0708279116410356,0.00560343950221019,0.0156574505047097,0.080800380656479,0.0247738735963312,0.0256265412478061,0.00575659367677917,0.142444744527658,0.0372698692258618,0.0337615743136806,0.0508363585404071,0.119998176128403,0.10472437427862,0.0421227537260909,0.0593177137747594,0.0837096569301616,1.8399059746026e-19,0.0773418275806424,0.0349662016823483,0.0689059820677069,0.105301837497814,0.00997546074896525,0.110246649001274,0.16284210080264
"microenvironment score",0.0459569453229472,0.0472035380287668,0.133093666250816,0.0569700261441674,0.203845900450147,0.112955588767775,0.0660898295019518,0.0921148673802996,0.0550131018011151,0.223361849778077,0.130918983392258,0.248388285315797,0.0714214744462156,0.105097065966957,0.0171999352164811,0.133541294194636,0.0502282253599809,0.0766183500786916,0.0216379167900308,0.186682261050179,0.0930903711176195,0.13721295881727,0.447775311509909,0.0298710847974173,0.12979047996765,0.025231891158003,0.130104866743879,0.152974791304739,0.115337717687003,0.289371542387328,0.120567051881419,0.0459689513217297,0.107157626862084,0.127409700514098,0.230207228960436,0.0296098966382925,0.20478666426522,0.659060893759545,0.0950014842015064,0.0786947668183059,0.281527400436961,0.135092539200385,0.149531978847095,0.0466056967216329,0.100831078019289,0.330085521228221,0.0391059585407335,0.0980221040121823,0.085919973453845,0.0338119954358429,0.373490522481714,0.0801884835490618,0.0594205665510731,0.182054816956127,0.187812761815481,0.14688712384972,0.0523566542852462,0.124985363931095,0.231278166056687,0.136845578345768,0.214178907340218,0.00130945216149989,0.147282081653884,0.0228938023933101,0.0573323925462304,0.248333182493795,0.184570652329967,0.102088310576142,0.00838400517210215,0.149131389323943,0.146908760909779,0.0893490407652943,0.0534207398826966,0.143871526501643,0.12373499504207,0.0809685994605784,0.120043681135826,0.0969263720009782,0.0782697618282095,0.146003223971712,0.0412492722989659,0.087812896598925,0.119467667980766,0.0252200510838374,0.157478898681683,0.300574421836156
