"cell_type","LIB.04579","LIB.03316","LIB.008191","LIB.03323","LIB.04651","LIB.008187","LIB.03335","LIB.04598","LIB.04647","LIB.04617","LIB.008204","LIB.006810","LIB.008203","LIB.04625","LIB.04610","LIB.04606","LIB.03332","LIB.008177","LIB.008180","LIB.03324","LIB.04611","LIB.007617","LIB.006811","LIB.007622","LIB.04624","LIB.008202","LIB.006807","LIB.008181","LIB.03333","LIB.04592","LIB.008197","LIB.04584","LIB.03325","LIB.04657","LIB.03329","LIB.03322","LIB.04650","LIB.03317","LIB.008190","LIB.03334","LIB.008186","LIB.008205","LIB.04605","LIB.006805","LIB.04613","LIB.007619","LIB.007620","LIB.008200","LIB.008199","LIB.008195","LIB.03327","LIB.04586","LIB.04659","LIB.04655","LIB.008183","LIB.03331","LIB.008178","LIB.04643","LIB.04648","LIB.04644","LIB.008184","LIB.03320","LIB.04581","LIB.04652","LIB.03319","LIB.008192","LIB.006814","LIB.04614","LIB.04618","LIB.008189","LIB.008185","LIB.04649","LIB.04645","LIB.03318","LIB.008193","LIB.03321","LIB.04580","LIB.04653","LIB.04615","LIB.006815","LIB.006803","LIB.006804","LIB.007621","LIB.04627","LIB.008201","LIB.007618","LIB.03326","LIB.04658","LIB.04654","LIB.008198","LIB.008194","LIB.04591","LIB.03330","LIB.008179","LIB.04642","LIB.008182"
"B cell",0.0145312037482438,0.0106510980323141,0.0375014438183531,0.035471083452261,0.013976640193404,0.00370847583847224,0.00426023430119995,0.00980447331968978,0.0150195034982015,0.00815808342261816,0.0148140593615566,0.011484807403959,0.00941102939840191,0.00724022171607263,0.0193473384336477,0.00730244358917225,0.018330368311028,0.00806621858692906,0.0106629597150634,0.0143697612304721,0.0086899068151862,0.0138786013906918,0.0149873879900555,0.00775191298181994,0.055507794690763,0.00770676919808358,0.0117495464227229,0.0104702677775074,0.00686413618414524,0.00500900352160979,0.0127731363366569,0.00845336865587206,0,0.00829430645452132,0.0289783069976094,0.0119749089438867,0.0409446827523823,0.0143738691593837,0.00684879772649456,0.0252615858065277,0.0221583403657989,0.0417156118625813,0.00444336428183395,0.0121360766530941,0.0179242009161972,0.00810923457193097,0.00666155776860317,0.0472214255829553,0.0115965694099338,0.00693219376076682,0.00956517228451194,0.0063240559541201,0.0108090837845972,0.0178087932096001,0.00505144419306591,0.0193841504397397,0.0118946978014921,0.0124816497268404,0.00565499515564414,0.00875589146530911,0.0153920961469487,0.0127926680338017,0.0188505581847908,0.0137199726588878,0.0436483782163787,0.0169868997832337,0.0324489719952684,0.0130793122626147,0.0140850784567099,0.0090340583434375,0.00462178592298905,0.0152581246306881,0.00810265659998711,0.00392124106136342,0.00206208220124397,0.00662334990822912,0.0142081949894478,0.00630933962600636,0.0108857058283274,0.00637127931973693,0.0136646873423741,0.0103427721001315,0.00967938060647909,0.0165819902543429,0.010878544802466,0.00776646933935651,0.0197925804047388,0.00888115820941414,0.050521748999864,0.00514882796212172,0.0108287942874537,0.0226507301125743,0.00190882410730239,0.00707867340333235,0.137799064794225,0.0262937133652876
"T cell CD4+",0.0128143495246163,0.0124434218740302,0.0133317321388521,0.0151048793727795,0.0101807823490486,0.0115021502233041,0.0363005435820834,0.0201335970736157,0.0163806969529506,0.00601047671016882,0.0131516309253942,0.00762408722062472,0.0171003417005652,0.0109097249340535,0.0946889425554222,0.00693563570986946,0.0248112618013064,0.0114680365548242,0.0117093585108173,0.0290106109475078,0.0394585982684796,0.0288319072900583,0.0106069487960832,0.0273027280350173,0.0405079133466813,0.041420915551549,0.0107258515015349,0.0122206204781122,0.0111401227531188,0.0134870327026301,0.0172272100703916,0.00692967884930136,0.0606928570814673,0.00930371985084642,0.0337894319024939,0.0418783535369641,0.0174768555478622,0.0173632731990742,0.00693127344773702,0.0396245804502117,0.0344192785480711,0.0114813972429259,0.00683856457941007,0.0203860915721244,0.0202243973030095,0.00793492957398021,0.010042123796939,0.030425280619823,0.0277158279084244,0.0253531597481554,0.00994454168909686,0.0132698040686535,0.0100356496059134,0.0428511902654367,0.00603876942698171,0.026040743723395,0.00456943414133899,0.014026514403721,0.00822826441956671,0.00252040726180906,0.0186410038206317,0.0339433287426082,0.00558041133372934,0.0127052341620251,0.0918405368036024,0.0109677595022361,0.0196145242096758,0.0213243923137172,0.0216724107980583,0.00654770860157427,0.0109240018383015,0.0845865844775426,0.0100036323098477,0.0545026110328318,0.00657185545345972,0.0140857864962782,0.00356874993636642,0.0070852024144376,0.0162543831928893,0.00911497000164393,0.0109893008013676,0.0361864956779298,0.00462776348739585,0.0331977631511626,0.0159295508562073,0.00685915367339749,0.00861616757457096,0.0443753911195649,0.0221616999319417,0.00527047594020594,0.00784911963930533,0.0201295935552155,0.00892120375265476,0.00892711927885111,0.296680158808838,0.0238430574654557
"T cell CD8+",0.0105049905120791,0.00515686738327849,0.0115574069555181,0.0197653683158041,0.0017429052866889,0.00286815174006079,0.00377500227329247,0.0280023908486655,0.019740744116667,0.00497516736844618,0.00752769112617267,0,0.0148139948979462,0.00224566463344612,0.000167359120257127,0,0.00704673858299387,0.0101865861437955,0.00437700270572298,0.0124923740716421,0.0030990903609747,0,0.00348446484260978,0.0256990046852364,0.0225512191811408,0.0043110173055017,0.00112335847545507,0.00522386355673682,0,0.000681431264779753,0.0232475664702266,0.000227235222265163,0,0,0.0386221901931234,0,0.0263880072855693,0.00189462892839755,0.00337208180743919,0.0132372623529189,0.00815659508133461,0.0190535068545288,0.000643785403282061,0.000981647733168749,0.00877652941128702,0.005578849962011,0.0149000261539481,0.0468071803426347,0.00675618526241767,0.00467513998754475,0.00764102997743264,0.00327936008172104,0,0.0117807617348689,0.0173350683331443,0.00680303326962315,0.00148555650386374,0.00784538348170289,0.00422778808945614,0.00536174661981795,0.0138798045500143,0.00128001588086095,0.0213387186038038,0.0111391216183139,0.0062830177284721,0.00327974086156055,0.00588480489125872,0.00178848218002583,0.0126873977969761,0.0051818124032839,0.00584872930746262,0.00453534548762531,0.00318552972495887,0.000460252357926134,0.0314300982280737,0,0.0187422258138508,0,0,0.00707891644291987,0,0.00053391611807751,0.0484035750460792,0.0127171793704567,0.0225912027114291,0.024118427258441,0.00656036911746866,0.000254287645606263,0.0155696552088383,0.00410508969396794,0.000918027386313848,0.0187959174926502,0,0.00240876514914168,0.00375491501473326,0.0190613554357529
"T cell",0.0233193400366954,0.0176002892573087,0.0248891390943702,0.0348702476885836,0.0119236876357375,0.0143703019633649,0.0400755458553759,0.0481359879222812,0.0361214410696176,0.010985644078615,0.0206793220515669,0.00762408722062472,0.0319143365985114,0.0131553895674996,0.0948563016756793,0.00693563570986946,0.0318580003843003,0.0216546226986197,0.0160863612165403,0.0415029850191499,0.0425576886294543,0.0288319072900583,0.014091413638693,0.0530017327202537,0.0630591325278221,0.0457319328570507,0.01184920997699,0.017444484034849,0.0111401227531188,0.0141684639674098,0.0404747765406182,0.00715691407156652,0.0606928570814673,0.00930371985084642,0.0724116220956173,0.0418783535369641,0.0438648628334315,0.0192579021274717,0.0103033552551762,0.0528618428031306,0.0425758736294057,0.0305349040974547,0.00748234998269213,0.0213677393052931,0.0290009267142965,0.0135137795359912,0.0249421499508871,0.0772324609624577,0.034472013170842,0.0300282997357002,0.0175855716665295,0.0165491641503745,0.0100356496059134,0.0546319520003056,0.023373837760126,0.0328437769930181,0.00605499064520273,0.0218718978854239,0.0124560525090229,0.00788215388162701,0.032520808370646,0.0352233446234691,0.0269191299375331,0.023844355780339,0.0981235545320745,0.0142475003637967,0.0254993291009346,0.023112874493743,0.0343598085950344,0.0117295210048582,0.0167727311457641,0.0891219299651679,0.0131891620348066,0.0549628633907579,0.0380019536815334,0.0140857864962782,0.0223109757502172,0.0070852024144376,0.0162543831928893,0.0161938864445638,0.0109893008013676,0.0367204117960073,0.0530313385334751,0.0459149425216193,0.0385207535676364,0.0309775809318385,0.0151765366920396,0.0446296787651712,0.03773135514078,0.00937556563417388,0.00876714702561918,0.0389255110478657,0.00892120375265476,0.0113358844279928,0.300435073823571,0.0429044129012086
"NK cell",0.0105104923862897,0.0123419693159572,0.00813058995644498,0.0145738030704204,0.0173445722494147,0.00414016140943267,0.00855025413407177,0.0109472651679519,0.0116393500356206,0.0125428204997832,0.010419509401655,0.0160044204929868,0.0158058652205547,0.0257648269286696,0.00876252936432185,0.0298446658603282,0.034483185188701,0.0102990824285962,0.0102880300009317,0.0155264624292797,0.00635907732165166,0.0322080509235499,0.0162763801762689,0.0182815572309397,0.0162490488280849,0.0043646925827606,0.0338233250970606,0.0118167202319064,0.0147928426249888,0.00440000799690863,0.00545346363396474,0.00432377087927061,0.170786732394044,0.0143130546634495,0.0234484823411505,0.0663715778101707,0.0130969141377837,0.0284079771085771,0.00505876613167266,0.00789019484721961,0.00518045749208873,0.00830711592951198,0.00559005766315868,0.0275996364480288,0.00948482109594995,0.00402953720602949,0.0222520452434359,0.00267941087532145,0.00391247573640124,0.0038601469067566,0.0154417979015787,0.0105114153701525,0.0114588178934083,0.024269448444178,0.0079970451242916,0.0371542763204762,0.00470987342278679,0.00799047002599412,0.00425318509591294,0.00958422807699797,0.0139324380019734,0.0115307308158953,0.00839838806194957,0.0121503277566114,0.0141909915230574,0.0119579541711553,0.0106556601866196,0.0137609811686996,0.0253284192414307,0.00663391502450246,0.0130309028347579,0.016266378072462,0.00851108465227374,0.0228402005736129,0.00562125373351945,0.0340429369262332,0.0118904969572272,0.0158846001724048,0.0109536809425953,0.00772338613221032,0.0289397583842245,0.0124743972728625,0.0218496181396357,0.0215241830420522,0.00688675992722447,0.00547254602110421,0.0545767248268797,0.00941196508853633,0.0122521407799967,0.00561206710122664,0.00797502176977568,0.0118782542130975,0.0464394209813593,0.00936298597229151,0,0.0085183614416948
"Macrophage",0.0325194257471206,0.0347911207765435,0.0529289513310381,0.0737104905315639,0.029841335463784,0.0400686852958234,0.0525763242499368,0.0442834811294097,0.0199178967850422,0.0207695235691618,0.02639619985726,0.0881558987119744,0.0464805471295278,0.0457373167275743,0.014810097992821,0.0282146900317604,0.0612820618425002,0.0655755271420327,0.0411670739550469,0.0398100512695828,0.0498631597007461,0.0284906557797545,0.0197182336309357,0.0369839237541306,0.0902082969410023,0.0537350687965437,0.027732250488844,0.0440806623374186,0.0321217594354004,0.00921002575197793,0.0361781116546561,0.0328351933572193,0.0520487455984585,0.0286895942212804,0.150051462753902,0,0.0369041254905955,0.0299306530904153,0.0317954297890389,0.0669322447576448,0.0429259824101027,0.0314070899563791,0.0235212915860613,0.0392991333863709,0.0350861731384932,0.0217317381536213,0.107430765050933,0.0533653623240263,0.0434980093673768,0.0105657360736461,0.0400905669344339,0.0331114474578694,0.0493119943968619,0.0534143694754077,0.0468280708844904,0.0461144723089481,0.00833792444747294,0.0440377371691105,0.00921914800670236,0.0146903583663979,0.0388414057408015,0.0269753527742982,0.0286543661244921,0.0401309418787478,0.0538183174312145,0.0590124657931273,0.0407031355100888,0.0315258868835883,0.0747790067373941,0.0190212467219265,0.106283240706346,0.0395163063352381,0.022047482574414,0.0259055629637456,0.0128925465933341,0.0328253289626095,0.0167557690137699,0.0279749155447137,0.0406769968832635,0.0278191297539628,0.0570043732343452,0.0248812031874983,0.0775755367061377,0.0208740568493237,0.0326666919509353,0.0314384560434069,0.0618108810772613,0.0209328721917523,0.0247129359436158,0.0184706979636552,0.0222924207341416,0.0399828791626755,0.00558443048474651,0.0120555006625603,0.0250109435188983,0.0679776900142952
"Neutrophil",0.0190052622982773,0.0322180617685072,0.0257502530824733,0.010152479919108,0.0454333178627613,0.0412336958274751,0.0396508496830591,0.0099794909726076,0.0181283575431337,0.0994748395211778,0.0481224447039968,0.0218164921775495,0.0322118511482199,0.0193297398903115,0.0103073700811801,0.0362369681115021,0.0295738304909352,0.0534655901110871,0.0488184354080714,0.0188569509281892,0.014111132543023,0.0178695233304104,0.0265635454144492,0.0623905568982558,0.04345213249928,0.0204192472934227,0,0.052264571333244,0.0165920087014755,0.0092964052996638,0.02375656650698,0.0304128174459531,0.0177182362823548,0.0139893602305509,0.0102577396400671,0,0.0192298514348173,0.0533206316456364,0.0196956719963793,0.00972944443895594,0.00890401163967071,0.0266639661441216,0.0143793680816906,0.00473658296446712,0.00869230722608724,0.0443321723992214,0.0550032612255491,0.0255051011208544,0.0316991817403077,0.00316797293320396,0.0612443029525479,0.027235822062044,0.0262756519701741,0.0263291428484487,0.0240787411950339,0.00499005029040829,0,0.0268097336025981,0.026048653784194,0.0250391612714236,0.0458769050417682,0.0277705281985046,0.0381615643112768,0.009421433011096,0.019215950268215,0.0246822748816196,0.0438718992449166,0.00215087986249108,0.0176913979708338,0.0516662996237546,0.0482277195264674,0.0103804897650612,0.0522220757316584,0.0224642198464926,0.037789744493568,0.0150139345097038,0.0339058773454592,0.0108272793489246,0.0112752962580971,0.0314556016069442,0,0,0.00818926807365303,0,0.0387458113561934,0.00973558567099547,0.00623771034432627,0.0270508151026676,0.0332102393249901,0.0738591184013751,0.00718413356663545,0.0478503429086919,0,0.00780975819117403,0.0052542132185943,0.0314804022157939
"Myeloid dendritic cell",0.0101891187976088,0,0,0,0.000696698738670195,0,0.00402055391448745,0.0279428604578167,0.00224376861973104,0.000137175458846707,0.000628521018151163,0.0167514703531107,0.0225977830367538,0,0,0,0,0.00307566230877636,0.00319509905610374,0,0.00309423192818733,0,0,0,0.0244679896207398,0,0,0.00318370590388779,0.00327581650097533,0.00203310362946813,0.000562074842507907,0.00425402809312042,0,0.00760597350189083,0.023676627130748,0,0.000302767632344982,0,0.000376167286924094,0,0.00155555753416697,0.00744094851822247,0.00147150385160346,0,0.0114774662229641,0,0.0145722307459852,0.00223871631947327,0,0.0015263619044314,0.0166722701420781,0.00171821429836755,0.00905304142017189,0,0.00464791379498937,0,0,0.00724076306317929,0,0,0.00364719141358915,0.00290183447627977,0.00217999002797958,0.000918503896450416,0,0,0.00492701523876318,0,0,0,0.000211365391544309,0,0.00350173475228097,0.000924214288665066,0.0110504516949995,0,0.000127397458199043,0,0.00378404322207114,0,0,0.0140433428850119,0,0,0.0044430938131458,0.00722744926349202,0,0,0.00173825429847581,0,0,0.00518150166807072,0.200103714597152,0,0,0
